Codice_Regione,Codice_Comune,Comune,Popolazione_Legale,Superficie(Kmq),Regione
1,1001,Agliè,2562,13.1463,Piemonte
1,1002,Airasca,3660,15.7393,Piemonte
1,1003,Ala di Stura,467,46.3316,Piemonte
1,1004,Albiano d'Ivrea,1637,11.7397,Piemonte
1,1006,Almese,6331,17.8741,Piemonte
1,1007,Alpette,240,5.6311,Piemonte
1,1008,Alpignano,16501,11.9193,Piemonte
1,1009,Andezeno,2036,7.4859,Piemonte
1,1010,Andrate,474,9.309,Piemonte
1,1011,Angrogna,827,38.8781,Piemonte
1,1012,Arignano,1072,8.1666,Piemonte
1,1013,Avigliana,12350,23.2173,Piemonte
1,1014,Azeglio,1240,9.9528,Piemonte
1,1015,Bairo,790,7.0859,Piemonte
1,1016,Balangero,3064,13.0065,Piemonte
1,1017,Baldissero Canavese,530,4.5064,Piemonte
1,1018,Baldissero Torinese,3755,15.4046,Piemonte
1,1019,Balme,105,62.7105,Piemonte
1,1020,Banchette,3085,2.0289,Piemonte
1,1021,Barbania,1570,12.8027,Piemonte
1,1022,Bardonecchia,3044,132.203,Piemonte
1,1023,Barone Canavese,556,3.9864,Piemonte
1,1024,Beinasco,17464,6.7366,Piemonte
1,1025,Bibiana,3378,18.5987,Piemonte
1,1026,Bobbio Pellice,539,94.082,Piemonte
1,1027,Bollengo,2098,14.2237,Piemonte
1,1028,Borgaro Torinese,11827,11.1093,Piemonte
1,1029,Borgiallo,582,6.9647,Piemonte
1,1030,Borgofranco d'Ivrea,3555,13.419,Piemonte
1,1031,Borgomasino,773,12.3713,Piemonte
1,1032,Borgone Susa,2151,4.9616,Piemonte
1,1033,Bosconero,3066,10.9191,Piemonte
1,1034,Brandizzo,8701,6.39,Piemonte
1,1035,Bricherasio,4616,22.7583,Piemonte
1,1036,Brosso,394,11.135,Piemonte
1,1037,Brozolo,454,8.9471,Piemonte
1,1038,Bruino,8489,5.5702,Piemonte
1,1039,Brusasco,1490,14.3591,Piemonte
1,1040,Bruzolo,1492,12.5597,Piemonte
1,1041,Buriasco,1337,14.6868,Piemonte
1,1042,Burolo,1105,5.476,Piemonte
1,1043,Busano,1622,5.0591,Piemonte
1,1044,Bussoleno,5652,37.0661,Piemonte
1,1045,Buttigliera Alta,6304,8.0973,Piemonte
1,1046,Cafasse,3310,10.2313,Piemonte
1,1047,Caluso,7388,39.4924,Piemonte
1,1048,Cambiano,5900,14.1313,Piemonte
1,1049,Campiglione Fenile,1330,11.0864,Piemonte
1,1050,Candia Canavese,1209,9.1318,Piemonte
1,1051,Candiolo,5610,11.8499,Piemonte
1,1052,Canischio,286,11.9504,Piemonte
1,1053,Cantalupa,2602,11.1953,Piemonte
1,1054,Cantoira,596,23.0319,Piemonte
1,1055,Caprie,2060,16.4077,Piemonte
1,1056,Caravino,901,11.537,Piemonte
1,1057,Carema,739,10.2591,Piemonte
1,1058,Carignano,9052,50.6791,Piemonte
1,1059,Carmagnola,28313,95.7163,Piemonte
1,1060,Casalborgone,1855,20.1238,Piemonte
1,1061,Cascinette d'Ivrea,1524,2.1726,Piemonte
1,1062,Caselette,3034,14.3141,Piemonte
1,1063,Caselle Torinese,13834,23.5512,Piemonte
1,1064,Castagneto Po,1763,11.5245,Piemonte
1,1065,Castagnole Piemonte,2179,17.2795,Piemonte
1,1066,Castellamonte,9695,38.7063,Piemonte
1,1067,Castelnuovo Nigra,401,28.3756,Piemonte
1,1068,Castiglione Torinese,6469,14.1346,Piemonte
1,1069,Cavagnolo,2226,12.3286,Piemonte
1,1070,Cavour,5374,48.9599,Piemonte
1,1071,Cercenasco,1782,13.1596,Piemonte
1,1072,Ceres,1017,28.0516,Piemonte
1,1073,Ceresole Reale,159,99.8164,Piemonte
1,1074,Cesana Torinese,913,121.7006,Piemonte
1,1075,Chialamberto,344,35.4479,Piemonte
1,1076,Chianocco,1552,18.6132,Piemonte
1,1077,Chiaverano,1985,12.0224,Piemonte
1,1078,Chieri,35916,54.1967,Piemonte
1,1079,Chiesanuova,231,4.1187,Piemonte
1,1080,Chiomonte,870,26.755,Piemonte
1,1081,Chiusa di San Michele,1556,5.9167,Piemonte
1,1082,Chivasso,26275,51.2027,Piemonte
1,1083,Ciconio,364,3.1638,Piemonte
1,1084,Cintano,240,4.9344,Piemonte
1,1085,Cinzano,323,6.1965,Piemonte
1,1086,Ciriè,18212,17.7329,Piemonte
1,1087,Claviere,204,2.6871,Piemonte
1,1088,Coassolo Torinese,1444,27.8788,Piemonte
1,1089,Coazze,3218,56.5724,Piemonte
1,1090,Collegno,48574,18.1075,Piemonte
1,1091,Colleretto Castelnuovo,312,6.3321,Piemonte
1,1092,Colleretto Giacosa,596,4.5895,Piemonte
1,1093,Condove,4437,71.1129,Piemonte
1,1094,Corio,3048,41.4917,Piemonte
1,1095,Cossano Canavese,440,3.2387,Piemonte
1,1096,Cuceglio,930,6.8709,Piemonte
1,1097,Cumiana,7821,60.7335,Piemonte
1,1098,Cuorgnè,9411,19.3083,Piemonte
1,1099,Druento,8973,27.5394,Piemonte
1,1100,Exilles,241,46.5473,Piemonte
1,1101,Favria,5115,14.8499,Piemonte
1,1102,Feletto,2190,7.8931,Piemonte
1,1103,Fenestrelle,481,49.4091,Piemonte
1,1104,Fiano,2679,12.0396,Piemonte
1,1105,Fiorano Canavese,735,4.3457,Piemonte
1,1106,Foglizzo,2265,15.6429,Piemonte
1,1107,Forno Canavese,3230,16.5002,Piemonte
1,1108,Frassinetto,279,24.8186,Piemonte
1,1109,Front,1613,10.9482,Piemonte
1,1110,Frossasco,2799,20.1488,Piemonte
1,1111,Garzigliana,530,7.4018,Piemonte
1,1112,Gassino Torinese,9361,20.5108,Piemonte
1,1113,Germagnano,1120,14.4442,Piemonte
1,1114,Giaglione,592,33.383,Piemonte
1,1115,Giaveno,16214,71.7379,Piemonte
1,1116,Givoletto,4095,12.8199,Piemonte
1,1117,Gravere,666,18.9872,Piemonte
1,1118,Groscavallo,191,92.0935,Piemonte
1,1119,Grosso,987,4.3296,Piemonte
1,1120,Grugliasco,37090,13.1375,Piemonte
1,1121,Ingria,42,14.7505,Piemonte
1,1122,Inverso Pinasca,697,8.0293,Piemonte
1,1123,Isolabella,375,4.7718,Piemonte
1,1124,Issiglio,409,5.5042,Piemonte
1,1125,Ivrea,22604,30.1076,Piemonte
1,1126,La Cassa,1773,12.0354,Piemonte
1,1127,La Loggia,8779,12.7929,Piemonte
1,1128,Lanzo Torinese,4893,10.2876,Piemonte
1,1129,Lauriano,1401,14.2901,Piemonte
1,1130,Leini,16321,31.9192,Piemonte
1,1131,Lemie,185,45.6752,Piemonte
1,1132,Lessolo,1777,7.9365,Piemonte
1,1133,Levone,443,5.3912,Piemonte
1,1134,Locana,1339,132.5175,Piemonte
1,1135,Lombardore,1670,12.7157,Piemonte
1,1136,Lombriasco,1090,7.2095,Piemonte
1,1137,Loranzè,1149,4.1914,Piemonte
1,1139,Luserna San Giovanni,7162,17.7414,Piemonte
1,1140,Lusernetta,480,7.0398,Piemonte
1,1141,Lusigliè,541,5.2585,Piemonte
1,1142,Macello,1155,14.1404,Piemonte
1,1143,Maglione,419,6.3132,Piemonte
1,1144,Marentino,1300,11.2599,Piemonte
1,1145,Massello,57,38.2587,Piemonte
1,1146,Mathi,3777,7.0703,Piemonte
1,1147,Mattie,658,28.6942,Piemonte
1,1148,Mazzè,4181,27.3281,Piemonte
1,1149,Meana di Susa,805,16.5438,Piemonte
1,1150,Mercenasco,1291,12.6384,Piemonte
1,1152,Mezzenile,736,29.0872,Piemonte
1,1153,Mombello di Torino,387,4.0825,Piemonte
1,1154,Mompantero,642,30.3331,Piemonte
1,1155,Monastero di Lanzo,328,17.6554,Piemonte
1,1156,Moncalieri,56193,47.5444,Piemonte
1,1157,Moncenisio,41,4.5006,Piemonte
1,1158,Montaldo Torinese,736,4.6568,Piemonte
1,1159,Montalenghe,970,6.4681,Piemonte
1,1160,Montalto Dora,3304,7.3567,Piemonte
1,1161,Montanaro,5118,20.9036,Piemonte
1,1162,Monteu da Po,858,7.3897,Piemonte
1,1163,Moriondo Torinese,853,6.4898,Piemonte
1,1164,Nichelino,46458,20.6222,Piemonte
1,1165,Noasca,107,78.0484,Piemonte
1,1166,Nole,6803,11.353,Piemonte
1,1167,Nomaglio,283,3.0743,Piemonte
1,1168,None,7830,24.6422,Piemonte
1,1169,Novalesa,516,28.5543,Piemonte
1,1170,Oglianico,1455,6.303,Piemonte
1,1171,Orbassano,23044,22.2081,Piemonte
1,1172,Orio Canavese,756,7.1541,Piemonte
1,1173,Osasco,1153,5.4886,Piemonte
1,1174,Osasio,936,4.5771,Piemonte
1,1175,Oulx,3293,99.7859,Piemonte
1,1176,Ozegna,1176,5.4058,Piemonte
1,1177,Palazzo Canavese,839,5.0819,Piemonte
1,1178,Pancalieri,1992,15.8885,Piemonte
1,1179,Parella,412,2.6886,Piemonte
1,1180,Pavarolo,1148,4.4056,Piemonte
1,1181,Pavone Canavese,3635,11.5399,Piemonte
1,1183,Pecetto Torinese,4046,9.1482,Piemonte
1,1184,Perosa Argentina,3094,26.0905,Piemonte
1,1185,Perosa Canavese,525,4.708,Piemonte
1,1186,Perrero,583,63.3937,Piemonte
1,1187,Pertusio,752,4.0041,Piemonte
1,1188,Pessinetto,608,5.3498,Piemonte
1,1189,Pianezza,15449,16.4634,Piemonte
1,1190,Pinasca,2853,34.7185,Piemonte
1,1191,Pinerolo,35440,50.3375,Piemonte
1,1192,Pino Torinese,8333,21.8153,Piemonte
1,1193,Piobesi Torinese,3818,19.6488,Piemonte
1,1194,Piossasco,18087,40.1458,Piemonte
1,1195,Piscina,3319,9.9033,Piemonte
1,1196,Piverone,1302,11.0347,Piemonte
1,1197,Poirino,10179,75.619,Piemonte
1,1198,Pomaretto,971,8.5611,Piemonte
1,1199,Pont Canavese,3087,19.0611,Piemonte
1,1200,Porte,1079,4.4477,Piemonte
1,1201,Pragelato,735,89.2018,Piemonte
1,1202,Prali,249,72.6097,Piemonte
1,1203,Pralormo,1899,29.846,Piemonte
1,1204,Pramollo,222,22.4785,Piemonte
1,1205,Prarostino,1255,10.5051,Piemonte
1,1206,Prascorsano,726,6.2419,Piemonte
1,1207,Pratiglione,458,7.8802,Piemonte
1,1208,Quagliuzzo,333,2.0379,Piemonte
1,1209,Quassolo,339,3.956,Piemonte
1,1210,Quincinetto,992,17.7884,Piemonte
1,1211,Reano,1753,6.6657,Piemonte
1,1212,Ribordone,49,43.6001,Piemonte
1,1213,Rivalba,1158,10.8333,Piemonte
1,1214,Rivalta di Torino,20172,25.1076,Piemonte
1,1215,Riva presso Chieri,4750,35.833,Piemonte
1,1216,Rivara,2496,12.5839,Piemonte
1,1217,Rivarolo Canavese,12280,32.246,Piemonte
1,1218,Rivarossa,1548,10.8733,Piemonte
1,1219,Rivoli,47481,29.5,Piemonte
1,1220,Robassomero,3052,8.5773,Piemonte
1,1221,Rocca Canavese,1667,14.191,Piemonte
1,1222,Roletto,1988,9.704,Piemonte
1,1223,Romano Canavese,2642,11.2106,Piemonte
1,1224,Ronco Canavese,293,96.2688,Piemonte
1,1225,Rondissone,1849,10.6878,Piemonte
1,1226,Rorà,227,12.4078,Piemonte
1,1227,Roure,765,59.3733,Piemonte
1,1228,Rosta,5056,9.0649,Piemonte
1,1229,Rubiana,2391,26.9371,Piemonte
1,1230,Rueglio,788,15.1003,Piemonte
1,1231,Salassa,1792,4.952,Piemonte
1,1232,Salbertrand,605,38.3197,Piemonte
1,1233,Salerano Canavese,458,2.1034,Piemonte
1,1234,Salza di Pinerolo,74,15.6752,Piemonte
1,1235,Samone,1468,2.4329,Piemonte
1,1236,San Benigno Canavese,5999,22.2315,Piemonte
1,1237,San Carlo Canavese,4010,20.9068,Piemonte
1,1238,San Colombano Belmonte,358,3.3808,Piemonte
1,1239,San Didero,516,3.3037,Piemonte
1,1240,San Francesco al Campo,4847,14.9795,Piemonte
1,1241,Sangano,3686,6.6512,Piemonte
1,1242,San Germano Chisone,1691,15.8619,Piemonte
1,1243,San Gillio,3217,8.8867,Piemonte
1,1244,San Giorgio Canavese,2534,20.4051,Piemonte
1,1245,San Giorio di Susa,987,19.7367,Piemonte
1,1246,San Giusto Canavese,3261,9.613,Piemonte
1,1247,San Martino Canavese,811,9.7933,Piemonte
1,1248,San Maurizio Canavese,10228,17.3443,Piemonte
1,1249,San Mauro Torinese,18635,12.5489,Piemonte
1,1250,San Pietro Val Lemina,1457,12.4441,Piemonte
1,1251,San Ponso,248,2.1243,Piemonte
1,1252,San Raffaele Cimena,3146,11.1226,Piemonte
1,1253,San Sebastiano da Po,1861,16.5783,Piemonte
1,1254,San Secondo di Pinerolo,3597,12.572,Piemonte
1,1255,Sant'Ambrogio di Torino,4597,8.3684,Piemonte
1,1256,Sant'Antonino di Susa,4064,9.7947,Piemonte
1,1257,Santena,10531,16.1984,Piemonte
1,1258,Sauze di Cesana,251,78.2773,Piemonte
1,1259,Sauze d'Oulx,1043,17.3112,Piemonte
1,1260,Scalenghe,3244,31.6768,Piemonte
1,1261,Scarmagno,802,8.0309,Piemonte
1,1262,Sciolze,1463,11.3557,Piemonte
1,1263,Sestriere,919,25.9159,Piemonte
1,1264,Settimo Rottaro,473,6.0579,Piemonte
1,1265,Settimo Torinese,46056,31.3902,Piemonte
1,1266,Settimo Vittone,1491,23.2614,Piemonte
1,1267,Sparone,928,29.6786,Piemonte
1,1268,Strambinello,260,2.214,Piemonte
1,1269,Strambino,6080,22.4686,Piemonte
1,1270,Susa,5940,10.988,Piemonte
1,1271,Tavagnasco,745,8.675,Piemonte
1,1272,Torino,848748,129.9988,Piemonte
1,1273,Torrazza Piemonte,3000,9.8239,Piemonte
1,1274,Torre Canavese,620,5.4545,Piemonte
1,1275,Torre Pellice,4591,21.0981,Piemonte
1,1276,Trana,3813,16.4058,Piemonte
1,1278,Traversella,319,39.36,Piemonte
1,1279,Traves,486,10.4544,Piemonte
1,1280,Trofarello,10580,12.3476,Piemonte
1,1281,Usseaux,178,37.9669,Piemonte
1,1282,Usseglio,195,98.5378,Piemonte
1,1283,Vaie,1389,7.2293,Piemonte
1,1284,Val della Torre,3982,36.5262,Piemonte
1,1285,Valgioie,976,9.1197,Piemonte
1,1286,Vallo Torinese,780,6.0792,Piemonte
1,1287,Valperga,2974,11.9095,Piemonte
1,1288,Valprato Soana,90,71.8553,Piemonte
1,1289,Varisella,850,22.5578,Piemonte
1,1290,Vauda Canavese,1435,7.0929,Piemonte
1,1291,Venaus,871,19.1436,Piemonte
1,1292,Venaria Reale,32462,20.4469,Piemonte
1,1293,Verolengo,4782,29.4607,Piemonte
1,1294,Verrua Savoia,1341,31.9434,Piemonte
1,1295,Vestignè,753,12.0691,Piemonte
1,1296,Vialfrè,257,4.6453,Piemonte
1,1298,Vidracco,482,2.9677,Piemonte
1,1299,Vigone,5086,41.1543,Piemonte
1,1300,Villafranca Piemonte,4562,50.7862,Piemonte
1,1301,Villanova Canavese,1205,4.0307,Piemonte
1,1302,Villarbasse,3500,10.4088,Piemonte
1,1303,Villar Dora,2795,5.7067,Piemonte
1,1304,Villareggia,996,11.4096,Piemonte
1,1305,Villar Focchiardo,1955,25.6867,Piemonte
1,1306,Villar Pellice,1047,60.293,Piemonte
1,1307,Villar Perosa,3898,11.4231,Piemonte
1,1308,Villastellone,4472,19.8766,Piemonte
1,1309,Vinovo,15154,17.6327,Piemonte
1,1310,Virle Piemonte,1153,14.0573,Piemonte
1,1311,Vische,1196,17.0748,Piemonte
1,1312,Vistrorio,506,4.6818,Piemonte
1,1313,Viù,1023,84.1122,Piemonte
1,1314,Volpiano,15199,32.4806,Piemonte
1,1315,Volvera,8521,20.9827,Piemonte
1,1316,Mappano,7369,9.8174,Piemonte
1,1317,Val di Chy,1235,13.831,Piemonte
1,1318,Valchiusa,1003,49.6268,Piemonte
1,2002,Alagna Valsesia,730,133.1714,Piemonte
1,2003,Albano Vercellese,310,13.7809,Piemonte
1,2004,Alice Castello,2503,24.565,Piemonte
1,2006,Arborio,830,23.3102,Piemonte
1,2007,Asigliano Vercellese,1382,26.3155,Piemonte
1,2008,Balmuccia,110,9.7885,Piemonte
1,2009,Balocco,217,16.808,Piemonte
1,2011,Bianzè,1841,41.8059,Piemonte
1,2014,Boccioleto,163,33.8706,Piemonte
1,2015,Borgo d'Ale,2223,39.5697,Piemonte
1,2016,Borgosesia,12189,41.0898,Piemonte
1,2017,Borgo Vercelli,2260,19.2954,Piemonte
1,2021,Buronzo,851,25.0767,Piemonte
1,2025,Campertogno,221,34.1364,Piemonte
1,2029,Carcoforo,72,22.8002,Piemonte
1,2030,Caresana,1057,24.1088,Piemonte
1,2031,Caresanablot,1088,11.0218,Piemonte
1,2032,Carisio,772,30.1058,Piemonte
1,2033,Casanova Elvo,222,16.205,Piemonte
1,2035,San Giacomo Vercellese,277,9.6044,Piemonte
1,2041,Cervatto,50,9.5379,Piemonte
1,2042,Cigliano,4295,25.3436,Piemonte
1,2043,Civiasco,234,7.3882,Piemonte
1,2045,Collobiano,86,9.2231,Piemonte
1,2047,Costanzana,761,20.9678,Piemonte
1,2048,Cravagliana,268,34.8563,Piemonte
1,2049,Crescentino,7636,48.2234,Piemonte
1,2052,Crova,372,14.0163,Piemonte
1,2054,Desana,1063,16.4768,Piemonte
1,2057,Fobello,186,28.1401,Piemonte
1,2058,Fontanetto Po,1053,23.2425,Piemonte
1,2059,Formigliana,497,16.7627,Piemonte
1,2061,Gattinara,7611,33.6666,Piemonte
1,2062,Ghislarengo,816,12.503,Piemonte
1,2065,Greggio,328,11.8819,Piemonte
1,2066,Guardabosone,334,6.0876,Piemonte
1,2067,Lamporo,506,9.644,Piemonte
1,2068,Lenta,795,18.9703,Piemonte
1,2070,Lignana,529,22.574,Piemonte
1,2071,Livorno Ferraris,4180,57.9917,Piemonte
1,2072,Lozzolo,797,6.667,Piemonte
1,2078,Mollia,93,13.9178,Piemonte
1,2079,Moncrivello,1376,20.1818,Piemonte
1,2082,Motta de' Conti,741,11.7159,Piemonte
1,2088,Olcenengo,787,16.4959,Piemonte
1,2089,Oldenico,217,6.5271,Piemonte
1,2090,Palazzolo Vercellese,1105,13.9396,Piemonte
1,2091,Pertengo,305,8.2949,Piemonte
1,2093,Pezzana,1271,17.3518,Piemonte
1,2096,Pila,144,8.6903,Piemonte
1,2097,Piode,188,13.5977,Piemonte
1,2102,Postua,561,16.1781,Piemonte
1,2104,Prarolo,708,11.5389,Piemonte
1,2107,Quarona,3804,16.156,Piemonte
1,2108,Quinto Vercellese,391,10.9026,Piemonte
1,2110,Rassa,62,43.2703,Piemonte
1,2113,Rimella,133,26.2705,Piemonte
1,2115,Rive,424,9.409,Piemonte
1,2116,Roasio,2250,27.9151,Piemonte
1,2118,Ronsecco,543,24.4754,Piemonte
1,2121,Rossa,175,11.8379,Piemonte
1,2122,Rovasenda,912,29.2677,Piemonte
1,2126,Salasco,207,12.1875,Piemonte
1,2127,Sali Vercellese,99,8.7766,Piemonte
1,2128,Saluggia,3777,31.598,Piemonte
1,2131,San Germano Vercellese,1473,30.6403,Piemonte
1,2133,Santhià,8109,53.129,Piemonte
1,2134,Scopa,373,22.5335,Piemonte
1,2135,Scopello,372,18.2547,Piemonte
1,2137,Serravalle Sesia,4751,20.905,Piemonte
1,2142,Stroppiana,1172,18.3141,Piemonte
1,2147,Tricerro,680,12.2491,Piemonte
1,2148,Trino,6692,70.6058,Piemonte
1,2150,Tronzano Vercellese,3318,44.7509,Piemonte
1,2152,Valduggia,1875,28.4267,Piemonte
1,2156,Varallo,6926,102.9738,Piemonte
1,2158,Vercelli,45176,79.7747,Piemonte
1,2163,Villarboit,386,25.5109,Piemonte
1,2164,Villata,1550,14.5825,Piemonte
1,2166,Vocca,157,20.2573,Piemonte
1,2170,Alto Sermenza,145,60.3257,Piemonte
1,2171,Cellio con Breia,940,17.2796,Piemonte
1,3001,Agrate Conturbia,1520,14.5362,Piemonte
1,3002,Ameno,850,9.9965,Piemonte
1,3006,Armeno,2110,31.5153,Piemonte
1,3008,Arona,13675,15.1698,Piemonte
1,3012,Barengo,730,19.4928,Piemonte
1,3016,Bellinzago Novarese,9444,39.1788,Piemonte
1,3018,Biandrate,1307,12.4537,Piemonte
1,3019,Boca,1131,9.608,Piemonte
1,3021,Bogogno,1297,8.4826,Piemonte
1,3022,Bolzano Novarese,1149,3.3043,Piemonte
1,3023,Borgolavezzaro,1956,21.0915,Piemonte
1,3024,Borgomanero,21277,32.2544,Piemonte
1,3025,Borgo Ticino,5174,13.3812,Piemonte
1,3026,Briga Novarese,2763,4.7479,Piemonte
1,3027,Briona,1105,24.7563,Piemonte
1,3030,Caltignaga,2504,22.3213,Piemonte
1,3032,Cameri,10660,39.9852,Piemonte
1,3036,Carpignano Sesia,2470,14.6556,Piemonte
1,3037,Casalbeltrame,991,16.0407,Piemonte
1,3039,Casaleggio Novara,905,10.531,Piemonte
1,3040,Casalino,1523,39.4893,Piemonte
1,3041,Casalvolone,875,17.4845,Piemonte
1,3042,Castellazzo Novarese,316,10.7917,Piemonte
1,3043,Castelletto sopra Ticino,9826,14.6413,Piemonte
1,3044,Cavaglietto,381,6.4854,Piemonte
1,3045,Cavaglio d'Agogna,1165,9.8334,Piemonte
1,3047,Cavallirio,1307,8.3261,Piemonte
1,3049,Cerano,6712,32.6335,Piemonte
1,3051,Colazza,530,3.1617,Piemonte
1,3052,Comignago,1209,4.4493,Piemonte
1,3055,Cressa,1604,7.1035,Piemonte
1,3058,Cureggio,2576,8.5067,Piemonte
1,3060,Divignano,1433,4.9346,Piemonte
1,3062,Dormelletto,2561,7.2522,Piemonte
1,3065,Fara Novarese,2007,9.2145,Piemonte
1,3066,Fontaneto d'Agogna,2592,21.1702,Piemonte
1,3068,Galliate,15551,29.3663,Piemonte
1,3069,Garbagna Novarese,1405,10.0494,Piemonte
1,3070,Gargallo,1764,3.7697,Piemonte
1,3073,Ghemme,3386,20.6439,Piemonte
1,3076,Gozzano,5487,12.5821,Piemonte
1,3077,Granozzo con Monticello,1332,19.5209,Piemonte
1,3079,Grignasco,4345,14.3336,Piemonte
1,3082,Invorio,4308,17.3717,Piemonte
1,3083,Landiona,537,7.2833,Piemonte
1,3084,Lesa,2152,13.5807,Piemonte
1,3088,Maggiora,1609,10.6586,Piemonte
1,3090,Mandello Vitta,228,5.8541,Piemonte
1,3091,Marano Ticino,1568,7.788,Piemonte
1,3093,Massino Visconti,1124,6.8639,Piemonte
1,3095,Meina,2372,7.5353,Piemonte
1,3097,Mezzomerico,1203,7.7187,Piemonte
1,3098,Miasino,811,5.5209,Piemonte
1,3100,Momo,2393,23.5907,Piemonte
1,3103,Nebbiuno,1788,8.265,Piemonte
1,3104,Nibbiola,825,11.3421,Piemonte
1,3106,Novara,101367,103.0499,Piemonte
1,3108,Oleggio,14204,37.7945,Piemonte
1,3109,Oleggio Castello,2203,5.9352,Piemonte
1,3112,Orta San Giulio,1131,6.65,Piemonte
1,3114,Paruzzaro,2143,5.2272,Piemonte
1,3115,Pella,894,8.1338,Piemonte
1,3116,Pettenasco,1341,7.0708,Piemonte
1,3119,Pisano,779,2.7659,Piemonte
1,3120,Pogno,1350,9.8648,Piemonte
1,3121,Pombia,2118,12.2967,Piemonte
1,3122,Prato Sesia,1849,12.1259,Piemonte
1,3129,Recetto,956,8.8525,Piemonte
1,3130,Romagnano Sesia,3677,17.9757,Piemonte
1,3131,Romentino,5625,17.6907,Piemonte
1,3133,San Maurizio d'Opaglio,2994,8.5098,Piemonte
1,3134,San Nazzaro Sesia,731,11.4507,Piemonte
1,3135,San Pietro Mosezzo,1971,34.8993,Piemonte
1,3138,Sillavengo,556,9.5352,Piemonte
1,3139,Sizzano,1360,10.7544,Piemonte
1,3140,Soriso,719,6.3718,Piemonte
1,3141,Sozzago,1088,12.9144,Piemonte
1,3143,Suno,2706,21.327,Piemonte
1,3144,Terdobbiate,459,8.4632,Piemonte
1,3146,Tornaco,875,13.241,Piemonte
1,3149,Trecate,20496,38.2225,Piemonte
1,3153,Vaprio d'Agogna,967,10.0122,Piemonte
1,3154,Varallo Pombia,4946,13.768,Piemonte
1,3158,Vespolate,2015,17.7798,Piemonte
1,3159,Vicolungo,826,13.2938,Piemonte
1,3164,Vinzaglio,523,15.4635,Piemonte
1,3166,Gattico-Veruno,5224,26.1871,Piemonte
1,4001,Acceglio,157,151.5278,Piemonte
1,4002,Aisone,205,36.9173,Piemonte
1,4003,Alba,31095,53.5852,Piemonte
1,4004,Albaretto della Torre,221,4.5899,Piemonte
1,4005,Alto,142,7.4616,Piemonte
1,4006,Argentera,78,76.2592,Piemonte
1,4007,Arguello,199,4.9174,Piemonte
1,4008,Bagnasco,973,30.9491,Piemonte
1,4009,Bagnolo Piemonte,5817,63.2494,Piemonte
1,4010,Baldissero d'Alba,1048,15.3263,Piemonte
1,4011,Barbaresco,609,7.7636,Piemonte
1,4012,Barge,7430,81.9913,Piemonte
1,4013,Barolo,660,5.7095,Piemonte
1,4014,Bastia Mondovì,628,12.0007,Piemonte
1,4015,Battifollo,211,11.1195,Piemonte
1,4016,Beinette,3441,17.6863,Piemonte
1,4017,Bellino,95,62.07,Piemonte
1,4018,Belvedere Langhe,337,5.003,Piemonte
1,4019,Bene Vagienna,3643,48.9673,Piemonte
1,4020,Benevello,467,5.4389,Piemonte
1,4021,Bergolo,55,3.1118,Piemonte
1,4022,Bernezzo,4219,25.8633,Piemonte
1,4023,Bonvicino,100,7.2409,Piemonte
1,4024,Borgomale,386,8.4778,Piemonte
1,4025,Borgo San Dalmazzo,12477,22.3398,Piemonte
1,4026,Bosia,170,5.5405,Piemonte
1,4027,Bossolasco,639,14.5453,Piemonte
1,4028,Boves,9641,50.9483,Piemonte
1,4029,Bra,29536,59.5299,Piemonte
1,4030,Briaglia,305,6.2376,Piemonte
1,4031,Briga Alta,40,52.1796,Piemonte
1,4032,Brondello,261,10.124,Piemonte
1,4033,Brossasco,1005,28.0638,Piemonte
1,4034,Busca,10127,76.7645,Piemonte
1,4035,Camerana,575,23.6377,Piemonte
1,4037,Canale,5514,17.8653,Piemonte
1,4038,Canosio,79,48.4476,Piemonte
1,4039,Caprauna,96,11.5018,Piemonte
1,4040,Caraglio,6755,41.676,Piemonte
1,4041,Caramagna Piemonte,3072,26.3283,Piemonte
1,4042,Cardè,1143,19.3043,Piemonte
1,4043,Carrù,4382,25.838,Piemonte
1,4044,Cartignano,175,6.4192,Piemonte
1,4045,Casalgrasso,1412,17.8063,Piemonte
1,4046,Castagnito,2184,7.1148,Piemonte
1,4047,Casteldelfino,143,33.9514,Piemonte
1,4049,Castelletto Stura,1349,17.1301,Piemonte
1,4050,Castelletto Uzzone,310,14.8586,Piemonte
1,4051,Castellinaldo d'Alba,915,7.8029,Piemonte
1,4052,Castellino Tanaro,281,11.5394,Piemonte
1,4053,Castelmagno,53,49.307,Piemonte
1,4054,Castelnuovo di Ceva,102,6.2621,Piemonte
1,4055,Castiglione Falletto,690,4.7202,Piemonte
1,4056,Castiglione Tinella,811,11.634,Piemonte
1,4057,Castino,458,15.5228,Piemonte
1,4058,Cavallerleone,673,16.4378,Piemonte
1,4059,Cavallermaggiore,5333,51.5948,Piemonte
1,4060,Celle di Macra,84,31.1053,Piemonte
1,4061,Centallo,6875,42.485,Piemonte
1,4062,Ceresole Alba,2006,37.0487,Piemonte
1,4063,Cerretto Langhe,402,10.1423,Piemonte
1,4064,Cervasca,5148,18.223,Piemonte
1,4065,Cervere,2255,18.596,Piemonte
1,4066,Ceva,5641,43.1656,Piemonte
1,4067,Cherasco,9447,81.5352,Piemonte
1,4068,Chiusa di Pesio,3548,95.0188,Piemonte
1,4069,Cigliè,183,6.1219,Piemonte
1,4070,Cissone,80,5.9034,Piemonte
