Codice_Regione,Codice_Comune,Comune,Popolazione_Legale,Superficie(Kmq),Regione
3,16033,Bossico,976,7.105,Lombardia
3,16034,Bottanuco,5040,5.7728,Lombardia
3,16035,Bracca,724,5.4652,Lombardia
3,16036,Branzi,667,26.1865,Lombardia
3,16037,Brembate,8513,5.5325,Lombardia
3,16038,Brembate di Sopra,7920,4.1391,Lombardia
3,16040,Brignano Gera d'Adda,6098,12.1106,Lombardia
3,16041,Brumano,122,8.218,Lombardia
3,16042,Brusaporto,5632,4.9946,Lombardia
3,16043,Calcinate,6089,15.0832,Lombardia
3,16044,Calcio,5386,15.6685,Lombardia
3,16046,Calusco d'Adda,8231,8.3335,Lombardia
3,16047,Calvenzano,4279,6.7241,Lombardia
3,16048,Camerata Cornello,558,12.9439,Lombardia
3,16049,Canonica d'Adda,4235,3.2052,Lombardia
3,16050,Capizzone,1206,4.6788,Lombardia
3,16051,Capriate San Gervasio,8190,5.7848,Lombardia
3,16052,Caprino Bergamasco,3039,8.7837,Lombardia
3,16053,Caravaggio,16109,33.3882,Lombardia
3,16055,Carobbio degli Angeli,4811,6.8209,Lombardia
3,16056,Carona,286,44.1535,Lombardia
3,16057,Carvico,4646,4.5891,Lombardia
3,16058,Casazza,3838,7.1132,Lombardia
3,16059,Casirate d'Adda,4069,10.1745,Lombardia
3,16060,Casnigo,3075,13.6219,Lombardia
3,16061,Cassiglio,111,13.6773,Lombardia
3,16062,Castelli Calepio,10398,10.1527,Lombardia
3,16063,Castel Rozzone,2773,1.7066,Lombardia
3,16064,Castione della Presolana,3353,42.5,Lombardia
3,16065,Castro,1232,2.5891,Lombardia
3,16066,Cavernago,2720,7.6516,Lombardia
3,16067,Cazzano Sant'Andrea,1640,2.0244,Lombardia
3,16068,Cenate Sopra,2515,6.9726,Lombardia
3,16069,Cenate Sotto,3928,4.6165,Lombardia
3,16070,Cene,4095,8.599,Lombardia
3,16071,Cerete,1597,14.0467,Lombardia
3,16072,Chignolo d'Isola,3364,5.5455,Lombardia
3,16073,Chiuduno,6067,6.8848,Lombardia
3,16074,Cisano Bergamasco,6158,7.816,Lombardia
3,16075,Ciserano,5484,5.3074,Lombardia
3,16076,Cividate al Piano,5036,9.7279,Lombardia
3,16077,Clusone,8510,26.1901,Lombardia
3,16078,Colere,1108,18.627,Lombardia
3,16079,Cologno al Serio,11065,18.5186,Lombardia
3,16080,Colzate,1620,6.7483,Lombardia
3,16081,Comun Nuovo,4371,6.4452,Lombardia
3,16082,Corna Imagna,931,4.5017,Lombardia
3,16083,Cortenuova,1953,7.3489,Lombardia
3,16084,Costa di Mezzate,3317,5.2228,Lombardia
3,16085,Costa Valle Imagna,547,4.212,Lombardia
3,16086,Costa Volpino,8922,18.6664,Lombardia
3,16087,Covo,4218,12.9435,Lombardia
3,16088,Credaro,3556,3.4135,Lombardia
3,16089,Curno,7453,4.6874,Lombardia
3,16090,Cusio,210,9.4071,Lombardia
3,16091,Dalmine,23241,11.8076,Lombardia
3,16092,Dossena,882,19.5581,Lombardia
3,16093,Endine Gaiano,3379,21.0666,Lombardia
3,16094,Entratico,1992,4.1452,Lombardia
3,16096,Fara Gera d'Adda,7977,10.7927,Lombardia
3,16097,Fara Olivana con Sola,1312,5.0407,Lombardia
3,16098,Filago,3108,5.4232,Lombardia
3,16099,Fino del Monte,1155,4.2877,Lombardia
3,16100,Fiorano al Serio,2961,1.0593,Lombardia
3,16101,Fontanella,4722,17.797,Lombardia
3,16102,Fonteno,567,10.9291,Lombardia
3,16103,Foppolo,168,16.1427,Lombardia
3,16104,Foresto Sparso,3053,7.8683,Lombardia
3,16105,Fornovo San Giovanni,3386,7.0447,Lombardia
3,16106,Fuipiano Valle Imagna,208,4.2798,Lombardia
3,16107,Gandellino,965,25.1344,Lombardia
3,16108,Gandino,5174,29.0232,Lombardia
3,16109,Gandosso,1445,3.1267,Lombardia
3,16110,Gaverina Terme,868,5.1961,Lombardia
3,16111,Gazzaniga,4928,14.4229,Lombardia
3,16113,Ghisalba,6157,10.5881,Lombardia
3,16114,Gorlago,5119,5.6975,Lombardia
3,16115,Gorle,6573,2.498,Lombardia
3,16116,Gorno,1498,10.0,Lombardia
3,16117,Grassobbio,6436,8.7411,Lombardia
3,16118,Gromo,1134,20.072,Lombardia
3,16119,Grone,865,7.7773,Lombardia
3,16120,Grumello del Monte,7392,9.9409,Lombardia
3,16121,Isola di Fondra,171,12.8327,Lombardia
3,16122,Isso,622,5.0586,Lombardia
3,16123,Lallio,4119,2.156,Lombardia
3,16124,Leffe,4308,6.6909,Lombardia
3,16125,Lenna,554,12.7382,Lombardia
3,16126,Levate,3720,5.5315,Lombardia
3,16127,Locatello,823,3.7894,Lombardia
3,16128,Lovere,5001,7.9248,Lombardia
3,16129,Lurano,2811,4.0469,Lombardia
3,16130,Luzzana,881,3.4846,Lombardia
3,16131,Madone,4025,3.0689,Lombardia
3,16132,Mapello,6878,8.6576,Lombardia
3,16133,Martinengo,10733,22.0512,Lombardia
3,16134,Mezzoldo,164,18.8382,Lombardia
3,16135,Misano di Gera d'Adda,2944,6.1053,Lombardia
3,16136,Moio de' Calvi,195,6.3564,Lombardia
3,16137,Monasterolo del Castello,1141,8.7535,Lombardia
3,16139,Montello,3176,1.8156,Lombardia
3,16140,Morengo,2488,9.5662,Lombardia
3,16141,Mornico al Serio,2914,6.9227,Lombardia
3,16142,Mozzanica,4349,9.4645,Lombardia
3,16143,Mozzo,7311,3.647,Lombardia
3,16144,Nembro,11222,15.2349,Lombardia
3,16145,Olmo al Brembo,486,7.9033,Lombardia
3,16146,Oltre il Colle,980,32.8917,Lombardia
3,16147,Oltressenda Alta,144,17.3238,Lombardia
3,16148,Oneta,571,18.6637,Lombardia
3,16149,Onore,920,11.782,Lombardia
3,16150,Orio al Serio,1667,3.0406,Lombardia
3,16151,Ornica,145,15.0963,Lombardia
3,16152,Osio Sopra,5211,5.1822,Lombardia
3,16153,Osio Sotto,12487,7.5856,Lombardia
3,16154,Pagazzano,2098,5.2349,Lombardia
3,16155,Paladina,3976,2.0866,Lombardia
3,16156,Palazzago,4492,13.9601,Lombardia
3,16157,Palosco,5747,10.7933,Lombardia
3,16158,Parre,2698,22.2794,Lombardia
3,16159,Parzanica,345,9.8186,Lombardia
3,16160,Pedrengo,5883,3.6,Lombardia
3,16161,Peia,1720,4.4798,Lombardia
3,16162,Pianico,1436,2.7381,Lombardia
3,16163,Piario,1006,1.5451,Lombardia
3,16164,Piazza Brembana,1195,6.7653,Lombardia
3,16165,Piazzatorre,389,24.2379,Lombardia
3,16166,Piazzolo,87,4.1521,Lombardia
3,16167,Pognano,1560,3.2861,Lombardia
3,16168,Ponte Nossa,1719,5.5898,Lombardia
3,16169,Ponteranica,6682,8.4455,Lombardia
3,16170,Ponte San Pietro,11481,4.5806,Lombardia
3,16171,Pontida,3276,10.3774,Lombardia
3,16172,Pontirolo Nuovo,4946,11.0976,Lombardia
3,16173,Pradalunga,4518,8.1982,Lombardia
3,16174,Predore,1846,10.9555,Lombardia
3,16175,Premolo,1061,17.6248,Lombardia
3,16176,Presezzo,4802,2.2819,Lombardia
3,16177,Pumenengo,1679,10.1143,Lombardia
3,16178,Ranica,5879,4.0614,Lombardia
3,16179,Ranzanico,1239,7.2137,Lombardia
3,16180,Riva di Solto,881,8.5213,Lombardia
3,16182,Rogno,3874,15.8103,Lombardia
3,16183,Romano di Lombardia,20613,19.3832,Lombardia
3,16184,Roncobello,420,25.3866,Lombardia
3,16185,Roncola,869,5.0676,Lombardia
3,16186,Rota d'Imagna,895,6.0303,Lombardia
3,16187,Rovetta,4110,24.5338,Lombardia
3,16188,San Giovanni Bianco,4625,31.0263,Lombardia
3,16189,San Paolo d'Argon,5802,5.2466,Lombardia
3,16190,San Pellegrino Terme,4704,22.9535,Lombardia
3,16191,Santa Brigida,523,13.8036,Lombardia
3,16193,Sarnico,6731,6.6625,Lombardia
3,16194,Scanzorosciate,9881,10.6892,Lombardia
3,16195,Schilpario,1140,63.9692,Lombardia
3,16196,Sedrina,2438,5.8461,Lombardia
3,16197,Selvino,2000,6.5279,Lombardia
3,16198,Seriate,25169,12.5534,Lombardia
3,16199,Serina,2051,27.3384,Lombardia
3,16200,Solto Collina,1779,11.768,Lombardia
3,16201,Songavazzo,696,12.9446,Lombardia
3,16202,Sorisole,8901,12.2463,Lombardia
3,16203,Sotto il Monte Giovanni XXIII,4401,5.0234,Lombardia
3,16204,Sovere,5229,17.9977,Lombardia
3,16205,Spinone al Lago,965,1.9736,Lombardia
3,16206,Spirano,5609,9.6107,Lombardia
3,16207,Stezzano,13339,9.3738,Lombardia
3,16208,Strozza,1077,3.825,Lombardia
3,16209,Suisio,3774,4.5411,Lombardia
3,16210,Taleggio,539,47.1255,Lombardia
3,16211,Tavernola Bergamasca,1961,11.1707,Lombardia
3,16212,Telgate,4978,8.3026,Lombardia
3,16213,Terno d'Isola,8016,4.1331,Lombardia
3,16214,Torre Boldone,8620,3.4787,Lombardia
3,16215,Torre de' Busi,2183,8.9668,Lombardia
3,16216,Torre de' Roveri,2526,2.6902,Lombardia
3,16217,Torre Pallavicina,1127,10.6241,Lombardia
3,16218,Trescore Balneario,9711,13.5138,Lombardia
3,16219,Treviglio,30567,32.2199,Lombardia
3,16220,Treviolo,10857,8.4155,Lombardia
3,16221,Ubiale Clanezzo,1353,7.3454,Lombardia
3,16222,Urgnano,9821,14.7781,Lombardia
3,16223,Valbondione,968,96.8895,Lombardia
3,16224,Valbrembo,4352,3.8404,Lombardia
3,16225,Valgoglio,585,31.8905,Lombardia
3,16226,Valleve,127,14.7641,Lombardia
3,16227,Valnegra,215,2.2302,Lombardia
3,16229,Valtorta,249,30.8976,Lombardia
3,16230,Vedeseta,187,19.2918,Lombardia
3,16232,Verdellino,7509,3.8162,Lombardia
3,16233,Verdello,8118,7.3495,Lombardia
3,16234,Vertova,4443,15.6945,Lombardia
3,16235,Viadanica,1123,5.4483,Lombardia
3,16236,Vigano San Martino,1322,3.7562,Lombardia
3,16237,Vigolo,577,12.3098,Lombardia
3,16238,Villa d'Adda,4575,5.9824,Lombardia
3,16239,Villa d'Almè,6573,6.4861,Lombardia
3,16240,Villa di Serio,6630,4.6029,Lombardia
3,16241,Villa d'Ogna,1782,5.1594,Lombardia
3,16242,Villongo,8027,6.0421,Lombardia
3,16243,Vilminore di Scalve,1441,41.0008,Lombardia
3,16244,Zandobbio,2666,6.4317,Lombardia
3,16245,Zanica,8671,14.9523,Lombardia
3,16246,Zogno,8585,35.2123,Lombardia
3,16247,Costa Serina,866,12.2969,Lombardia
3,16248,Algua,656,8.3232,Lombardia
3,16249,Cornalba,297,9.2505,Lombardia
3,16250,Medolago,2345,3.7996,Lombardia
3,16251,Solza,1985,1.2277,Lombardia
3,16252,Sant'Omobono Terme,3862,16.4334,Lombardia
3,16253,Val Brembilla,4156,31.4375,Lombardia
3,17001,Acquafredda,1518,9.5463,Lombardia
3,17002,Adro,7171,14.2895,Lombardia
3,17003,Agnosine,1622,13.5546,Lombardia
3,17004,Alfianello,2372,13.7168,Lombardia
3,17005,Anfo,450,23.8313,Lombardia
3,17006,Angolo Terme,2309,30.5601,Lombardia
3,17007,Artogne,3567,21.0192,Lombardia
3,17008,Azzano Mella,3398,10.5696,Lombardia
3,17009,Bagnolo Mella,12494,31.3456,Lombardia
3,17010,Bagolino,3755,109.1984,Lombardia
3,17011,Barbariga,2317,11.3363,Lombardia
3,17012,Barghe,1138,5.4918,Lombardia
3,17013,Bassano Bresciano,2333,9.4204,Lombardia
3,17014,Bedizzole,12278,26.4435,Lombardia
3,17015,Berlingo,2752,4.5925,Lombardia
3,17016,Berzo Demo,1525,15.4633,Lombardia
3,17017,Berzo Inferiore,2447,21.9148,Lombardia
3,17018,Bienno,3760,46.8064,Lombardia
3,17019,Bione,1311,17.287,Lombardia
3,17020,Borgo San Giacomo,5388,29.5298,Lombardia
3,17021,Borgosatollo,9061,8.4198,Lombardia
3,17022,Borno,2479,30.496,Lombardia
3,17023,Botticino,10706,18.4824,Lombardia
3,17024,Bovegno,2025,47.9887,Lombardia
3,17025,Bovezzo,7356,6.4114,Lombardia
3,17026,Brandico,1744,8.3802,Lombardia
3,17027,Braone,682,13.3568,Lombardia
3,17028,Breno,4632,59.9346,Lombardia
3,17029,Brescia,195906,90.3504,Lombardia
3,17030,Brione,737,6.8968,Lombardia
3,17031,Caino,2136,17.3081,Lombardia
3,17032,Calcinato,12890,33.2958,Lombardia
3,17033,Calvagese della Riviera,3644,11.7369,Lombardia
3,17034,Calvisano,8375,44.8271,Lombardia
3,17035,Capo di Ponte,2327,18.1075,Lombardia
3,17036,Capovalle,345,22.9465,Lombardia
3,17037,Capriano del Colle,4633,13.9676,Lombardia
3,17038,Capriolo,9431,10.6009,Lombardia
3,17039,Carpenedolo,12977,29.8419,Lombardia
3,17040,Castegnato,8327,9.2047,Lombardia
3,17041,Castelcovati,6785,6.1396,Lombardia
3,17042,Castel Mella,10993,7.5282,Lombardia
3,17043,Castenedolo,11553,26.195,Lombardia
3,17044,Casto,1625,21.3362,Lombardia
3,17045,Castrezzato,7494,13.6321,Lombardia
3,17046,Cazzago San Martino,10749,22.3414,Lombardia
3,17047,Cedegolo,1098,11.083,Lombardia
3,17048,Cellatica,4862,6.5461,Lombardia
3,17049,Cerveno,657,21.5525,Lombardia
3,17050,Ceto,1788,32.3012,Lombardia
3,17051,Cevo,820,35.4688,Lombardia
3,17052,Chiari,19131,37.9591,Lombardia
3,17053,Cigole,1441,9.931,Lombardia
3,17054,Cimbergo,543,24.7129,Lombardia
3,17055,Cividate Camuno,2655,3.3067,Lombardia
3,17056,Coccaglio,8728,12.0465,Lombardia
3,17057,Collebeato,4479,5.2701,Lombardia
3,17058,Collio,2041,53.4749,Lombardia
3,17059,Cologne,7562,13.7876,Lombardia
3,17060,Comezzano-Cizzago,4029,15.4369,Lombardia
3,17061,Concesio,15623,19.0745,Lombardia
3,17062,Corte Franca,7147,13.9733,Lombardia
3,17063,Corteno Golgi,1922,82.6046,Lombardia
3,17064,Corzano,1419,12.2959,Lombardia
3,17065,Darfo Boario Terme,15546,36.0712,Lombardia
3,17066,Dello,5578,23.3209,Lombardia
3,17067,Desenzano del Garda,29093,59.2622,Lombardia
3,17068,Edolo,4411,88.9029,Lombardia
3,17069,Erbusco,8668,16.2398,Lombardia
3,17070,Esine,5118,30.3061,Lombardia
3,17071,Fiesse,2003,16.0159,Lombardia
3,17072,Flero,8808,9.8367,Lombardia
3,17073,Gambara,4549,31.5862,Lombardia
3,17074,Gardone Riviera,2608,21.3932,Lombardia
3,17075,Gardone Val Trompia,11352,26.6562,Lombardia
3,17076,Gargnano,2731,76.7514,Lombardia
3,17077,Gavardo,12198,29.7959,Lombardia
3,17078,Ghedi,18518,60.84,Lombardia
3,17079,Gianico,2121,13.3812,Lombardia
3,17080,Gottolengo,4957,29.2837,Lombardia
3,17081,Gussago,16439,25.089,Lombardia
3,17082,Idro,1873,22.8902,Lombardia
3,17083,Incudine,345,19.6657,Lombardia
3,17084,Irma,136,4.9347,Lombardia
3,17085,Iseo,8924,28.4195,Lombardia
3,17086,Isorella,4064,15.3283,Lombardia
3,17087,Lavenone,486,31.8235,Lombardia
3,17088,Leno,14243,58.4516,Lombardia
3,17089,Limone sul Garda,1141,23.0261,Lombardia
3,17090,Lodrino,1624,16.4987,Lombardia
3,17091,Lograto,3804,12.4335,Lombardia
3,17092,Lonato del Garda,16827,68.1952,Lombardia
3,17093,Longhena,560,3.4707,Lombardia
3,17094,Losine,625,6.2553,Lombardia
3,17095,Lozio,353,23.7425,Lombardia
3,17096,Lumezzane,21410,31.7179,Lombardia
3,17097,Maclodio,1483,5.0958,Lombardia
3,17098,Magasa,107,19.1108,Lombardia
3,17099,Mairano,3492,11.5281,Lombardia
3,17100,Malegno,1960,6.8941,Lombardia
3,17101,Malonno,3030,31.4568,Lombardia
3,17102,Manerba del Garda,5415,36.6294,Lombardia
3,17103,Manerbio,13163,27.8838,Lombardia
3,17104,Marcheno,4196,22.7392,Lombardia
3,17105,Marmentino,665,18.0348,Lombardia
3,17106,Marone,3114,23.9308,Lombardia
3,17107,Mazzano,12519,15.7266,Lombardia
3,17108,Milzano,1723,8.4914,Lombardia
3,17109,Moniga del Garda,2603,14.653,Lombardia
3,17110,Monno,515,31.0259,Lombardia
3,17111,Monte Isola,1628,12.6051,Lombardia
3,17112,Monticelli Brusati,4568,10.8908,Lombardia
3,17113,Montichiari,26088,81.6612,Lombardia
3,17114,Montirone,5064,10.5181,Lombardia
3,17115,Mura,774,12.5067,Lombardia
3,17116,Muscoline,2680,10.0779,Lombardia
3,17117,Nave,10640,27.2115,Lombardia
3,17118,Niardo,1968,22.1574,Lombardia
3,17119,Nuvolento,3865,7.4576,Lombardia
3,17120,Nuvolera,4695,13.3116,Lombardia
3,17121,Odolo,1927,6.5439,Lombardia
3,17122,Offlaga,4117,23.0333,Lombardia
3,17123,Ome,3152,9.8482,Lombardia
3,17124,Ono San Pietro,965,13.7797,Lombardia
3,17125,Orzinuovi,12372,47.8683,Lombardia
3,17126,Orzivecchi,2430,9.9376,Lombardia
3,17127,Ospitaletto,14663,9.2899,Lombardia
3,17128,Ossimo,1452,14.8578,Lombardia
3,17129,Padenghe sul Garda,4773,26.8091,Lombardia
3,17130,Paderno Franciacorta,3637,5.608,Lombardia
3,17131,Paisco Loveno,176,35.8656,Lombardia
3,17132,Paitone,2170,8.0034,Lombardia
3,17133,Palazzolo sull'Oglio,19937,23.0394,Lombardia
3,17134,Paratico,4884,6.1812,Lombardia
3,17135,Paspardo,579,11.1537,Lombardia
3,17136,Passirano,6914,13.391,Lombardia
3,17137,Pavone del Mella,2706,11.6135,Lombardia
3,17138,San Paolo,4417,18.8176,Lombardia
3,17139,Pertica Alta,557,20.9152,Lombardia
3,17140,Pertica Bassa,576,30.1258,Lombardia
3,17141,Pezzaze,1448,21.4893,Lombardia
3,17142,Pian Camuno,4733,10.9448,Lombardia
3,17143,Pisogne,7803,49.2274,Lombardia
3,17144,Polaveno,2464,9.201,Lombardia
3,17145,Polpenazze del Garda,2705,9.1195,Lombardia
3,17146,Pompiano,3744,15.2734,Lombardia
3,17147,Poncarale,5161,12.6432,Lombardia
3,17148,Ponte di Legno,1747,100.4261,Lombardia
3,17149,Pontevico,6991,29.207,Lombardia
3,17150,Pontoglio,6902,11.0862,Lombardia
3,17151,Pozzolengo,3556,21.3264,Lombardia
3,17152,Pralboino,2803,17.1623,Lombardia
3,17153,Preseglie,1465,11.4524,Lombardia
3,17155,Prevalle,6815,9.9892,Lombardia
3,17156,Provaglio d'Iseo,7161,16.1597,Lombardia
3,17157,Provaglio Val Sabbia,884,14.8506,Lombardia
3,17158,Puegnago del Garda,3464,10.9716,Lombardia
3,17159,Quinzano d'Oglio,6177,21.4528,Lombardia
3,17160,Remedello,3346,21.4624,Lombardia
3,17161,Rezzato,13345,18.2064,Lombardia
3,17162,Roccafranca,4835,19.1323,Lombardia
3,17163,Rodengo Saiano,9797,12.8594,Lombardia
3,17164,Roè Volciano,4366,5.8208,Lombardia
3,17165,Roncadelle,9282,9.3738,Lombardia
3,17166,Rovato,19198,26.0941,Lombardia
3,17167,Rudiano,5857,9.8455,Lombardia
3,17168,Sabbio Chiese,3932,18.4472,Lombardia
3,17169,Sale Marasino,3290,16.5868,Lombardia
3,17170,Salò,10448,27.3048,Lombardia
3,17171,San Felice del Benaco,3465,20.2166,Lombardia
3,17172,San Gervasio Bresciano,2685,10.5358,Lombardia
3,17173,San Zeno Naviglio,4704,6.2532,Lombardia
3,17174,Sarezzo,13132,17.6791,Lombardia
3,17175,Saviore dell'Adamello,802,84.2678,Lombardia
3,17176,Sellero,1400,14.4711,Lombardia
3,17177,Seniga,1427,13.5718,Lombardia
3,17178,Serle,3060,18.4273,Lombardia
3,17179,Sirmione,8257,26.248,Lombardia
3,17180,Soiano del Lago,1949,5.7734,Lombardia
3,17181,Sonico,1211,60.892,Lombardia
3,17182,Sulzano,1944,10.4397,Lombardia
3,17183,Tavernole sul Mella,1219,19.8075,Lombardia
3,17184,Temù,1105,43.257,Lombardia
3,17185,Tignale,1158,45.8569,Lombardia
3,17186,Torbole Casaglia,6401,13.4392,Lombardia
3,17187,Toscolano-Maderno,7550,58.1704,Lombardia
3,17188,Travagliato,13725,17.736,Lombardia
3,17189,Tremosine sul Garda,2046,72.6815,Lombardia
3,17190,Trenzano,5470,20.1018,Lombardia
3,17191,Treviso Bresciano,507,17.7332,Lombardia
3,17192,Urago d'Oglio,3733,10.6802,Lombardia
3,17193,Vallio Terme,1410,14.8575,Lombardia
3,17194,Valvestino,173,31.1205,Lombardia
3,17195,Verolanuova,8018,25.7595,Lombardia
3,17196,Verolavecchia,3754,21.0634,Lombardia
3,17197,Vestone,4181,12.9639,Lombardia
3,17198,Vezza d'Oglio,1473,54.1472,Lombardia
3,17199,Villa Carcina,10694,14.2195,Lombardia
3,17200,Villachiara,1360,16.865,Lombardia
3,17201,Villanuova sul Clisi,5834,9.1012,Lombardia
3,17202,Vione,627,35.2649,Lombardia
3,17203,Visano,1992,11.2237,Lombardia
3,17204,Vobarno,8257,53.2213,Lombardia
3,17205,Zone,1039,19.6813,Lombardia
3,17206,Piancogno,4742,14.3021,Lombardia
3,18001,Alagna,799,8.3442,Lombardia
3,18003,Albonese,533,4.3279,Lombardia
3,18004,Albuzzano,3574,15.4488,Lombardia
3,18005,Arena Po,1522,22.4869,Lombardia
3,18006,Badia Pavese,394,5.0572,Lombardia
3,18007,Bagnaria,632,16.6641,Lombardia
3,18008,Barbianello,874,11.7124,Lombardia
3,18009,Bascapè,1779,13.338,Lombardia
3,18011,Bastida Pancarana,983,12.4999,Lombardia
3,18012,Battuda,683,7.1427,Lombardia
3,18013,Belgioioso,6301,24.6868,Lombardia
3,18014,Bereguardo,2861,17.8581,Lombardia
3,18015,Borgarello,2662,4.8813,Lombardia
3,18016,Borgo Priolo,1319,28.8095,Lombardia
3,18017,Borgoratto Mormorolo,417,16.1044,Lombardia
3,18018,Borgo San Siro,953,17.6391,Lombardia
3,18019,Bornasco,2671,12.9287,Lombardia
3,18020,Bosnasco,636,4.8363,Lombardia
3,18021,Brallo di Pregola,514,46.1444,Lombardia
3,18022,Breme,715,18.8103,Lombardia
3,18023,Bressana Bottarone,3443,12.6947,Lombardia
3,18024,Broni,9585,20.8467,Lombardia
3,18025,Calvignano,106,6.9838,Lombardia
3,18026,Campospinoso Albaredo,1316,12.4432,Lombardia
3,18027,Candia Lomellina,1445,27.9194,Lombardia
3,18029,Canneto Pavese,1306,5.8147,Lombardia
3,18030,Carbonara al Ticino,1428,14.7807,Lombardia
3,18031,Casanova Lonati,453,4.6302,Lombardia
3,18032,Casatisma,866,5.495,Lombardia
3,18033,Casei Gerola,2379,24.8047,Lombardia
3,18034,Casorate Primo,8766,9.6885,Lombardia
3,18035,Cassolnovo,6762,31.7354,Lombardia
3,18036,Castana,710,5.2772,Lombardia
3,18037,Casteggio,6490,17.6618,Lombardia
3,18038,Castelletto di Branduzzo,989,11.791,Lombardia
3,18039,Castello d'Agogna,1072,10.7445,Lombardia
3,18040,Castelnovetto,525,18.2142,Lombardia
3,18041,Cava Manara,6649,17.259,Lombardia
3,18042,Cecima,244,10.1244,Lombardia
3,18043,Ceranova,2283,4.5978,Lombardia
3,18044,Ceretto Lomellina,178,7.3786,Lombardia
3,18045,Cergnago,681,13.5598,Lombardia
3,18046,Certosa di Pavia,5455,10.8048,Lombardia
3,18047,Cervesina,1133,12.4109,Lombardia
3,18048,Chignolo Po,3932,23.3883,Lombardia
3,18049,Cigognola,1312,7.8758,Lombardia
3,18050,Cilavegna,5308,18.0509,Lombardia
3,18051,Codevilla,942,12.9551,Lombardia
3,18052,Confienza,1545,26.8061,Lombardia
3,18053,Copiano,1708,4.34,Lombardia
3,18054,Corana,765,12.8709,Lombardia
3,18057,Corvino San Quirico,972,4.3727,Lombardia
3,18058,Costa de' Nobili,380,11.8242,Lombardia
3,18059,Cozzo,355,17.5863,Lombardia
3,18060,Cura Carpignano,4915,10.9949,Lombardia
3,18061,Dorno,4528,30.5666,Lombardia
3,18062,Ferrera Erbognone,1065,19.1708,Lombardia
3,18063,Filighera,815,8.2479,Lombardia
3,18064,Fortunago,348,17.8247,Lombardia
3,18065,Frascarolo,1088,24.1754,Lombardia
3,18066,Galliavola,171,9.2313,Lombardia
3,18067,Gambarana,200,11.7762,Lombardia
3,18068,Gambolò,9697,51.7031,Lombardia
3,18069,Garlasco,9456,39.1759,Lombardia
3,18071,Gerenzago,1424,5.4113,Lombardia
3,18072,Giussago,5245,24.7225,Lombardia
3,18073,Godiasco Salice Terme,3192,20.6103,Lombardia
3,18074,Golferenzo,175,4.4207,Lombardia
3,18075,Gravellona Lomellina,2711,20.3437,Lombardia
3,18076,Gropello Cairoli,4242,26.2159,Lombardia
3,18077,Inverno e Monteleone,1452,9.6414,Lombardia
3,18078,Landriano,6446,15.5871,Lombardia
3,18079,Langosco,382,15.8199,Lombardia
3,18080,Lardirago,1138,5.3416,Lombardia
3,18081,Linarolo,2810,13.166,Lombardia
3,18082,Lirio,134,1.7457,Lombardia
3,18083,Lomello,2022,22.3587,Lombardia
3,18084,Lungavilla,2457,6.8206,Lombardia
3,18085,Magherno,1754,5.2531,Lombardia
3,18086,Marcignago,2426,10.1758,Lombardia
3,18087,Marzano,1684,9.2895,Lombardia
3,18088,Mede,6211,32.8941,Lombardia
3,18089,Menconico,352,28.1383,Lombardia
3,18090,Mezzana Bigli,1051,19.0204,Lombardia
3,18091,Mezzana Rabattone,467,7.0643,Lombardia
3,18092,Mezzanino,1320,12.5105,Lombardia
3,18093,Miradolo Terme,3677,9.5559,Lombardia
3,18094,Montalto Pavese,860,19.065,Lombardia
3,18095,Montebello della Battaglia,1467,15.7412,Lombardia
3,18096,Montecalvo Versiggia,516,11.4035,Lombardia
3,18097,Montescano,416,2.4046,Lombardia
3,18098,Montesegale,263,14.9744,Lombardia
3,18099,Monticelli Pavese,631,20.1925,Lombardia
3,18100,Montù Beccaria,1618,15.4934,Lombardia
3,18101,Mornico Losana,590,8.299,Lombardia
3,18102,Mortara,15300,51.9695,Lombardia
3,18103,Nicorvo,277,8.0763,Lombardia
3,18104,Olevano di Lomellina,723,15.381,Lombardia
3,18105,Oliva Gessi,170,3.9101,Lombardia
3,18106,Ottobiano,1073,24.9793,Lombardia
3,18107,Palestro,1785,18.8063,Lombardia
3,18108,Pancarana,315,6.1018,Lombardia
3,18109,Parona,1849,9.3012,Lombardia
3,18110,Pavia,70380,63.2096,Lombardia
3,18111,Pietra de' Giorgi,755,11.2008,Lombardia
3,18112,Pieve Albignola,836,18.1529,Lombardia
3,18113,Pieve del Cairo,1761,25.1058,Lombardia
3,18114,Pieve Porto Morone,2568,16.3964,Lombardia
3,18115,Pinarolo Po,1688,11.3069,Lombardia
3,18116,Pizzale,691,7.0903,Lombardia
3,18117,Ponte Nizza,772,22.9573,Lombardia
3,18118,Portalbera,1449,4.4798,Lombardia
3,18119,Rea,389,2.1597,Lombardia
3,18120,Redavalle,1064,5.4149,Lombardia
3,18121,Retorbido,1530,11.6676,Lombardia
3,18122,Rivanazzano Terme,5139,28.9155,Lombardia
3,18123,Robbio,5767,40.5407,Lombardia
3,18124,Robecco Pavese,518,6.8918,Lombardia
3,18125,Rocca de' Giorgi,60,10.4965,Lombardia
3,18126,Rocca Susella,228,12.7642,Lombardia
3,18127,Rognano,660,9.3646,Lombardia
3,18128,Romagnese,580,29.7174,Lombardia
3,18129,Roncaro,1555,5.051,Lombardia
3,18130,Rosasco,546,19.5524,Lombardia
3,18131,Rovescala,845,8.4128,Lombardia
3,18133,San Cipriano Po,465,8.5044,Lombardia
