Comune,Regione,Media Incidenti,Media Feriti,Media Morti,Media Superficie(Kmq),Media Popolazione,Incidenti_Pro_Capite_1000,Lesività_Pro_Capite_1000,Densità_Incidenti_Kmq
Adrara San Rocco,Lombardia,0.6,0.8,0.0,9.2249,817.3,0.7341245564664138,0.9788327419552184,0.06504135546184782
Adria,Veneto,46.36363636363637,67.0,1.3636363636363635,113.38837272727272,19107.272727272728,2.426491578646874,3.5778856218479396,0.4088923339181563
Adro,Lombardia,15.545454545454545,22.727272727272727,0.2727272727272727,14.289500000000002,7128.272727272727,2.1808164670773236,3.226588106260601,1.0878935263973226
Affi,Veneto,12.727272727272727,15.818181818181818,0.36363636363636365,9.8814,2377.2727272727275,5.353728489483747,6.806883365200765,1.2880029881669326
Affile,Lazio,1.0909090909090908,1.7272727272727273,0.09090909090909091,15.1123,1469.0,0.7426202116467603,1.2377003527446004,0.07218683396366475
Afragola,Campania,94.63636363636364,145.0909090909091,2.1818181818181817,17.912163636363633,62630.454545454544,1.5110278908750463,2.351455507413617,5.283357474707386
Africo,Calabria,2.0,3.5454545454545454,0.18181818181818182,53.889663636363636,2894.818181818182,0.6908896774801369,1.2875671262129822,0.03711286849915391
Agazzano,Emilia-Romagna,1.3,1.8,0.0,36.145,2023.4,0.6424829494909557,0.8895917762182465,0.03596624706045096
Agerola,Campania,3.0,3.090909090909091,0.36363636363636365,19.8316,7669.727272727273,0.3911481977550464,0.4504130762027807,0.15127372476250023
Aggius,Sardegna,2.5555555555555554,3.6666666666666665,0.0,86.30456666666666,1460.111111111111,1.7502473175557414,2.5112244121451948,0.02961089608879973
Agira,Sicilia,10.454545454545455,20.727272727272727,0.36363636363636365,164.08066363636365,7929.545454545455,1.3184293493837775,2.6597879048437942,0.06371588962923058
Agliana,Toscana,45.09090909090909,59.45454545454545,0.6363636363636364,11.684981818181818,17834.18181818182,2.528341897072017,3.369423374928635,3.8588771289954162
