Comune,Regione,Media Incidenti,Media Feriti,Media Morti,Media Superficie(Kmq),Media Popolazione,Incidenti_Pro_Capite_1000,Lesività_Pro_Capite_1000,Densità_Incidenti_Kmq
Berra,Emilia-Romagna,8.2,10.6,0.6,68.6292,4782.2,1.7146919827694365,2.3420183179289866,0.11948266918454535
Bersone,Trentino-Alto Adige/Südtirol,0.0,0.0,0.0,9.7805,281.0,0.0,0.0,0.0
Bertinoro,Emilia-Romagna,38.72727272727273,54.90909090909091,1.1818181818181819,57.253299999999996,11010.0,3.51746346296755,5.09454215176286,0.6764199221227899
Bertiolo,Friuli-Venezia Giulia,6.181818181818182,9.181818181818182,0.36363636363636365,26.0534,2397.909090909091,2.5780035637108085,3.980740796906395,0.23727491159764874
Bertonico,Lombardia,0.5,1.0,0.0,20.8317,1099.1,0.45491765990355754,0.9098353198071151,0.024001881747529003
Berzano di San Pietro,Piemonte,0.3,0.4,0.0,7.342879999999999,409.8,0.7320644216691068,0.9760858955588092,0.040855903950493544
Berzano di Tortona,Piemonte,0.1,0.1,0.0,2.8874,156.5,0.6389776357827476,0.6389776357827476,0.03463323405139572
Berzo Demo,Lombardia,4.545454545454546,7.7272727272727275,0.2727272727272727,15.463300000000002,1584.7272727272727,2.8682882055988985,5.048187241854061,0.2939511323879473
Berzo Inferiore,Lombardia,2.8181818181818183,3.1818181818181817,0.36363636363636365,21.9148,2469.090909090909,1.1413843888070694,1.4359351988217968,0.1285971954196168
Berzo San Fermo,Lombardia,0.18181818181818182,0.18181818181818182,0.0,5.8641,1386.5454545454545,0.13113034356150013,0.13113034356150013,0.031005300356095878
Besana in Brianza,Lombardia,34.54545454545455,45.54545454545455,0.18181818181818182,15.757654545454546,15444.272727272728,2.236780919081507,2.9607915849947313,2.192296730824038
Besano,Lombardia,3.272727272727273,4.818181818181818,0.0,3.4320000000000004,2527.818181818182,1.294684600445947,1.9060634395454217,0.9535918626827717
Besate,Lombardia,2.0,2.9,0.1,12.74254,2052.4,0.9744689144416292,1.461703371662444,0.15695457891440795
Besenello,Trentino-Alto Adige/Südtirol,4.909090909090909,7.818181818181818,0.18181818181818182,25.92777272727273,2718.090909090909,1.80608047091876,2.9432422489046455,0.1893371621515013
Besenzone,Emilia-Romagna,1.5454545454545454,1.9090909090909092,0.09090909090909091,23.947063636363634,962.8181818181819,1.6051364365971106,2.0772353885374373,0.06453628590637607
Besnate,Lombardia,7.0,9.272727272727273,0.0,7.4769,5465.818181818182,1.2806865810657972,1.6964939125806666,0.9362168813278231
Besozzo,Lombardia,17.454545454545453,22.636363636363637,0.2727272727272727,13.945363636363636,8886.09090909091,1.9642546574319413,2.5780842378794233,1.2516378855142472
Bessude,Sardegna,0.2,0.2,0.0,26.794,401.6,0.49800796812749004,0.49800796812749004,0.007464357692020602
Bettola,Emilia-Romagna,3.1818181818181817,4.7272727272727275,0.09090909090909091,122.37057272727272,2696.2727272727275,1.1800802454566908,1.7869786574058464,0.026001497834855277
Bettona,Umbria,5.454545454545454,7.181818181818182,0.8181818181818182,45.0747,4277.0,1.2753204242565943,1.8704699555763387,0.12101124254948906
Beura-Cardezza,Piemonte,1.7272727272727273,2.272727272727273,0.0,28.5514,1449.4545454545455,1.1916708479678877,1.5679879578524838,0.060496953819172694
Bevagna,Umbria,12.090909090909092,17.727272727272727,0.45454545454545453,56.222381818181816,4907.454545454545,2.463784224371087,3.704938683264792,0.2150550848238699
Beverino,Liguria,7.818181818181818,12.909090909090908,0.0,34.94496363636363,2323.2727272727275,3.3651588668023162,5.5564251056503355,0.2237284290674219
Bevilacqua,Veneto,3.272727272727273,5.181818181818182,0.09090909090909091,12.2007,1747.909090909091,1.8723669839288501,3.016591251885369,0.26824094295632817
Biancavilla,Sicilia,24.90909090909091,50.45454545454545,1.0909090909090908,70.27526363636365,23243.727272727272,1.0716478737176403,2.2176070963427086,0.3544503374328404
Bianchi,Calabria,0.6,0.6,0.2,33.319869999999995,1239.6,0.484027105517909,0.6453694740238788,0.018007273137620287
Bianco,Calabria,11.090909090909092,21.545454545454547,0.2727272727272727,30.018254545454546,4182.181818181818,2.6519433092774545,5.216937657594992,0.36947215149085044
Biandrate,Piemonte,5.0,8.818181818181818,0.2727272727272727,12.453636363636365,1313.5454545454545,3.8064917987403977,6.920894179527996,0.40148915979268557
Biandronno,Lombardia,3.6363636363636362,5.909090909090909,0.0,9.520972727272728,3257.090909090909,1.1164452383610584,1.8142235123367199,0.3819319454562988
Bianzano,Lombardia,0.8181818181818182,1.3636363636363635,0.0,6.6704,612.0,1.3368983957219254,2.2281639928698747,0.12265858392027738
Bianzone,Lombardia,3.909090909090909,6.363636363636363,0.09090909090909091,17.106463636363635,1284.090909090909,3.0442477876106198,5.026548672566372,0.22851543090304519
Bianzè,Piemonte,2.3636363636363638,3.5454545454545454,0.0,41.80583636363636,1900.6363636363637,1.2436026211316784,1.8654039316975173,0.0565384302583241
Biassono,Lombardia,32.63636363636363,40.18181818181818,0.18181818181818182,4.894836363636363,12154.545454545454,2.6851159311892294,3.3208676140613314,6.667508617615595
Bibbiano,Emilia-Romagna,20.90909090909091,27.636363636363637,0.36363636363636365,28.162163636363633,10186.181818181818,2.0526917035556194,2.74882193345709,0.7424532851621035
Bibbiena,Toscana,26.545454545454547,34.90909090909091,0.7272727272727273,86.51223636363638,11949.272727272728,2.2215121498455592,2.982303981984449,0.30684046166459267
Bibbona,Toscana,13.727272727272727,18.90909090909091,0.18181818181818182,65.61220000000002,3179.0,4.318110326288998,6.0053189968257605,0.20921829670812322
Bibiana,Piemonte,2.1818181818181817,3.6363636363636362,0.0,18.598190909090906,3414.4545454545455,0.6389946484198193,1.064991080699699,0.11731346303966027
Biccari,Puglia,1.3636363636363635,2.5454545454545454,0.0,106.64447272727274,2690.818181818182,0.5067738774958613,0.9459779046589412,0.012786751425211311
Bicinicco,Friuli-Venezia Giulia,3.0,5.090909090909091,0.09090909090909091,16.0085,1833.2727272727273,1.636417732817614,2.8265397203213327,0.18740044351438295
Bidonì,Sardegna,0.0,0.0,0.0,11.7239,138.2,0.0,0.0,0.0
Biella,Piemonte,171.27272727272728,216.1818181818182,1.1818181818181819,46.68837272727273,43780.27272727273,3.912098226058644,4.9648762518610505,3.668423576748036
Bienno,Lombardia,3.6363636363636362,4.181818181818182,0.2727272727272727,43.849681818181814,3730.909090909091,0.9746588693957114,1.1939571150097463,0.08292793665964199
Bieno,Trentino-Alto Adige/Südtirol,0.45454545454545453,0.45454545454545453,0.0,11.710963636363637,444.45454545454544,1.022704029453876,1.022704029453876,0.038813668000304294
Bientina,Toscana,34.45454545454545,50.09090909090909,0.9090909090909091,29.4899,8430.272727272728,4.087002469455317,6.049626346608004,1.1683507049717177
Bigarello,Lombardia,6.4,10.2,0.0,26.9955,2095.8,3.053726500620288,4.866876610363583,0.23707654979533627
Binago,Lombardia,3.5454545454545454,5.363636363636363,0.18181818181818182,7.119436363636364,4781.545454545455,0.7414871570621897,1.1597619636100918,0.49799652168583314
Binasco,Lombardia,22.09090909090909,31.0,0.09090909090909091,3.8715,7168.272727272727,3.0817618039086376,4.337294390686231,5.706033602197879
Binetto,Puglia,6.0,15.8,0.2,17.6537,2188.4,2.741729117163224,7.311277645768598,0.3398720948016563
Bioglio,Piemonte,0.2727272727272727,0.45454545454545453,0.0,18.8452,907.1818181818181,0.3006313257841467,0.5010522096402446,0.014471975501839872
Bionaz,Valle d'Aosta/Vallée d'Aoste,0.1,0.2,0.0,142.09046999999998,231.6,0.43177892918825567,0.8635578583765113,0.0007037769668859566
Bione,Lombardia,0.7,1.4,0.0,17.287,1349.3,0.5187875194545319,1.0375750389090639,0.040492855903279924
Birori,Sardegna,2.8181818181818183,5.0,0.0,17.327536363636366,514.8181818181819,5.474130319618576,9.712166696097475,0.16264180660420172
Bisaccia,Campania,1.2727272727272727,1.9090909090909092,0.18181818181818182,102.15730000000002,3670.909090909091,0.34670629024269434,0.5695889053987122,0.012458505390483817
Bisacquino,Sicilia,3.909090909090909,6.090909090909091,0.18181818181818182,64.9696,4320.636363636364,0.9047488795842363,1.4518063416584257,0.060168000250746645
Bisceglie,Puglia,129.1818181818182,200.63636363636363,1.7272727272727273,69.25389999999999,54319.36363636364,2.378190934757905,3.7254419569113972,1.865336366353638
Bisegna,Abruzzo,0.0,0.0,0.0,46.5929,214.3,0.0,0.0,0.0
Bisenti,Abruzzo,0.7272727272727273,1.0909090909090908,0.18181818181818182,30.8746,1786.8181818181818,0.4070211142203002,0.7122869498855253,0.023555697151468432
Bisignano,Calabria,8.909090909090908,15.909090909090908,0.2727272727272727,86.20666363636364,9834.181818181818,0.9059310752847212,1.6454666469457178,0.10334573376683703
Bistagno,Piemonte,3.6363636363636362,5.909090909090909,0.18181818181818182,17.59338181818182,1806.5454545454545,2.012882447665056,3.3715780998389695,0.20668929225452545
Bisuschio,Lombardia,7.454545454545454,10.727272727272727,0.09090909090909091,7.029963636363636,4308.636363636364,1.7301403101592994,2.5108133769384953,1.0603960191181643
Bitetto,Puglia,19.454545454545453,32.54545454545455,0.5454545454545454,33.9452,11910.363636363636,1.6334132230143341,2.7783290335384008,0.5731162419000464
Bitonto,Puglia,115.54545454545455,210.0,2.6363636363636362,174.3365727272727,53494.63636363636,2.1599446673498277,3.9749099739820983,0.6627723187274689
Bitritto,Puglia,26.545454545454547,40.45454545454545,0.7272727272727273,17.9815,11321.90909090909,2.3446094057378697,3.637356372600188,1.4762647468484023
Bitti,Sardegna,2.272727272727273,2.8181818181818183,0.18181818181818182,215.33662727272724,2714.909090909091,0.8371283150281276,1.1050093758371282,0.010554299570452674
Bivona,Sicilia,1.1818181818181819,1.8181818181818181,0.0,88.57287272727272,3413.090909090909,0.3462603878116344,0.5327082889409759,0.013342890948757553
Bivongi,Calabria,0.36363636363636365,0.8181818181818182,0.0,25.344763636363634,1257.3636363636363,0.28920540814113227,0.6507121683175476,0.014347593406419976
Bizzarone,Lombardia,2.6363636363636362,3.6363636363636362,0.0,2.6704636363636363,1654.1818181818182,1.5937568696416795,2.198285337436799,0.9872306817678919
Bleggio Superiore,Trentino-Alto Adige/Südtirol,0.5454545454545454,0.5454545454545454,0.0,32.67403636363636,1552.2727272727273,0.35139092240117126,0.35139092240117126,0.016693821950372605
Blello,Lombardia,0.0,0.0,0.0,2.2008,73.8,0.0,0.0,0.0
Blera,Lazio,1.0,1.4545454545454546,0.09090909090909091,92.91416363636364,3076.6363636363635,0.3250302869130987,0.5023195343202436,0.01076262176683504
Blessagno,Lombardia,0.0,0.0,0.0,3.5601,281.7,0.0,0.0,0.0
Blevio,Lombardia,2.4545454545454546,2.909090909090909,0.18181818181818182,5.4718,1131.090909090909,2.1700691207201417,2.7326796334994374,0.4485809888054122
Blufi,Sicilia,0.6363636363636364,1.0,0.0,21.9813,936.2727272727273,0.6796776386056899,1.068064860666084,0.028950227528109634
Boara Pisani,Veneto,12.363636363636363,18.454545454545453,0.6363636363636364,16.6614,2448.7272727272725,5.04900504900505,7.796257796257796,0.7420526704620478
Bobbio,Emilia-Romagna,8.636363636363637,13.363636363636363,0.36363636363636365,106.52143636363635,3503.090909090909,2.4653552706700577,3.9186173249597753,0.08107629723355726
Bobbio Pellice,Piemonte,0.1,0.4,0.0,94.08193,547.1,0.18278194114421498,0.7311277645768599,0.0010629033651839413
Boca,Piemonte,1.7272727272727273,2.1818181818181817,0.09090909090909091,9.608,1183.6363636363637,1.4592933947772655,1.9201228878648229,0.17977443039891
Bocchigliero,Calabria,0.5,0.6,0.1,98.81859,1190.3,0.4200621692010418,0.5880870368814585,0.005059776708006054
Boccioleto,Piemonte,0.3,0.2,0.1,33.8706,178.6,1.6797312430011198,1.6797312430011202,0.008857239021452232
Bocenago,Trentino-Alto Adige/Südtirol,0.8,1.7,0.0,8.4527,394.8,2.026342451874367,4.305977710233029,0.0946443148343133
Bodio Lomnago,Lombardia,3.727272727272727,6.363636363636363,0.09090909090909091,4.038563636363636,2205.0,1.6903731189445474,2.92723149866007,0.9229203902377533
Boffalora d'Adda,Lombardia,1.1818181818181819,2.090909090909091,0.09090909090909091,8.1319,1743.3636363636363,0.6778953955258904,1.2514991917401053,0.14533112579079696
Boffalora sopra Ticino,Lombardia,8.818181818181818,12.363636363636363,0.0,7.653563636363637,4098.272727272727,2.151682527006943,3.0167919966282915,1.152166786238615
Bogliasco,Liguria,12.727272727272727,16.818181818181817,0.09090909090909091,4.423836363636363,4371.454545454545,2.9114503181799276,3.8680697084390467,2.87697638002392
Bognanco,Piemonte,0.45454545454545453,0.7272727272727273,0.0,57.994763636363636,196.72727272727272,2.3105360443622924,3.696857670979668,0.007837698199712074
Bogogno,Piemonte,2.2,3.5,0.2,8.501570000000001,1289.0,1.7067494181536076,2.8704422032583397,0.25877573201185194
Boissano,Liguria,3.272727272727273,4.545454545454546,0.0,8.352163636363636,2512.6363636363635,1.3025073266037122,1.8090379536162673,0.39184185262827925
Bojano,Molise,14.363636363636363,21.90909090909091,0.36363636363636365,52.6298,7733.090909090909,1.857424997648829,2.8801843317972353,0.27291831554815643
Bolano,Liguria,7.818181818181818,9.636363636363637,0.09090909090909091,14.5663,7574.454545454545,1.0321775345359403,1.284220885992391,0.5367307976755812
Bolbeno,Trentino-Alto Adige/Südtirol,0.5,0.5,0.0,12.3152,325.5,1.5360983102918586,1.5360983102918586,0.04060023385734701
Bolgare,Lombardia,14.909090909090908,22.363636363636363,0.6363636363636364,8.590963636363636,6364.545454545455,2.342522496786173,3.6137694615054987,1.7354387167912162
Bollate,Lombardia,93.9090909090909,124.72727272727273,1.0,13.110472727272729,35954.0,2.6119233161565028,3.4968924939442823,7.162906545218534
Bollengo,Piemonte,4.7272727272727275,6.363636363636363,0.2727272727272727,14.22350909090909,2127.7272727272725,2.221747489852596,3.1189916684469132,0.33235629105718706
Bologna,Emilia-Romagna,1918.8181818181818,2467.0,18.0,140.85641818181819,390057.36363636365,4.919323055280214,6.370857806229433,13.622511537538612
Bolognano,Abruzzo,2.0,3.090909090909091,0.0,16.9583,1051.0,1.9029495718363465,2.940922065565262,0.11793634975203882
Bolognetta,Sicilia,9.272727272727273,16.727272727272727,0.7272727272727273,27.625227272727273,4095.0,2.2644022644022646,4.262404262404262,0.33566157415405884
Bolognola,Marche,0.1,0.1,0.0,25.8647,144.6,0.6915629322268326,0.6915629322268326,0.0038662733377924354
Bolotana,Sardegna,3.727272727272727,5.181818181818182,0.18181818181818182,108.43456363636363,2499.6363636363635,1.4911259819610125,2.145766656968286,0.03437347467706121
Bolsena,Lazio,5.7272727272727275,7.363636363636363,0.0,63.57172727272727,3829.4545454545455,1.4955844649131138,1.922894312031146,0.09009150723091598
Boltiere,Lombardia,9.090909090909092,11.545454545454545,0.2727272727272727,4.2082,6144.909090909091,1.479421250406841,1.923247625528893,2.1602844662585174
Bolzano Novarese,Piemonte,0.5,0.7,0.0,3.3043,1166.1,0.42877969299373986,0.6002915701912358,0.15131797960233634
Bolzano Vicentino,Veneto,20.181818181818183,32.36363636363637,0.6363636363636364,19.838663636363638,6488.090909090909,3.110594235592484,5.086241925766089,1.0172972611333333
Bolzano/Bozen,Trentino-Alto Adige/Südtirol,586.6363636363636,693.8181818181819,3.1818181818181817,52.290963636363635,106795.36363636363,5.493088310779579,6.526500554586555,11.21869483446297
Bomarzo,Lazio,2.727272727272727,4.090909090909091,0.18181818181818182,39.6448,1721.7272727272727,1.5840329478853157,2.481651618353662,0.06879269733414539
Bomba,Abruzzo,1.7272727272727273,2.3636363636363638,0.18181818181818182,17.2605,751.9090909090909,2.2971829283037115,3.3853222101317857,0.10007083962067885
Bompensiere,Sicilia,0.2,0.4,0.0,19.9464,527.6,0.37907505686125853,0.7581501137225171,0.010026872017005575
Bompietro,Sicilia,0.3,0.5,0.0,42.41013,1294.3,0.23178552113111334,0.3863092018851889,0.0070737816648994
Bomporto,Emilia-Romagna,29.09090909090909,40.36363636363637,0.36363636363636365,38.87353636363636,10128.0,2.8723251472066638,4.0212552060893305,0.7483473800475154
Bonarcado,Sardegna,0.6,0.7,0.1,28.41173,1559.2,0.3848127244740892,0.513083632632119,0.021118038218721633
Bonassola,Liguria,1.3636363636363635,1.9090909090909092,0.0,9.1896,827.0909090909091,1.6487140030775993,2.3081996043086392,0.1483890880600204
Bonate Sopra,Lombardia,29.09090909090909,41.27272727272727,0.36363636363636365,6.151,10023.181818181818,2.9023627046392453,4.15400662101492,4.729460102570166
Bonate Sotto,Lombardia,10.909090909090908,15.636363636363637,0.09090909090909091,6.467763636363636,6645.545454545455,1.6415644108835719,2.3665886923571495,1.686686700756479
Bonavigo,Veneto,2.4545454545454546,3.090909090909091,0.2727272727272727,17.9947,2005.7272727272727,1.2237682998685582,1.6770158183383945,0.13640379970466052
Bondeno,Emilia-Romagna,31.545454545454547,42.18181818181818,1.3636363636363635,174.75296363636363,14169.454545454546,2.226299851152287,3.0731920135502744,0.18051456117846565
Bondo,Trentino-Alto Adige/Südtirol,1.0,3.0,0.0,10.6493,700.0,1.4285714285714286,4.285714285714286,0.09390288563567559
Bondone,Trentino-Alto Adige/Südtirol,0.5,0.6,0.0,19.1849,658.5,0.7593014426727411,0.9111617312072893,0.026062163472314166
Bonea,Campania,1.1818181818181819,2.0,0.0,11.4626,1389.7272727272727,0.8503957611042062,1.4391312880225027,0.10310210439325998
Bonefro,Molise,0.0,0.0,0.0,31.2796,1297.6,0.0,0.0,0.0
Bonemerse,Lombardia,0.7272727272727273,0.7272727272727273,0.0,5.9007,1481.6363636363637,0.4908577739599951,0.4908577739599951,0.12325194083290582
Bonifati,Calabria,5.090909090909091,7.636363636363637,0.18181818181818182,33.82525454545455,2680.4545454545455,1.8992708156689841,2.916737324063083,0.1505061575831721
Bonito,Campania,1.9090909090909092,2.1818181818181817,0.18181818181818182,18.7774,2316.6363636363635,0.8240787976297925,1.0202880351606953,0.1016696086301037
Bonnanaro,Sardegna,2.090909090909091,3.272727272727273,0.0,21.844136363636366,949.5454545454545,2.2020105313547154,3.4466251795117286,0.09571946705065432
Bono,Sardegna,2.6363636363636362,5.363636363636363,0.18181818181818182,74.51133636363636,3433.818181818182,0.7677644816266016,1.6149528751456104,0.035382047417555865
Bonorva,Sardegna,7.7272727272727275,11.0,0.09090909090909091,149.73534545454547,3296.0,2.3444395410414827,3.364960282436011,0.051606203624236895
Bonvicino,Piemonte,0.0,0.0,0.0,7.240899999999999,97.6,0.0,0.0,0.0
Borbona,Lazio,0.18181818181818182,0.18181818181818182,0.0,47.94835454545455,597.3636363636364,0.30436767615279253,0.30436767615279253,0.0037919587343882687
Borca di Cadore,Veneto,2.0,2.727272727272727,0.0,26.7552,813.3636363636364,2.4589247792556166,3.353079244439477,0.07475182394450425
Bordano,Friuli-Venezia Giulia,1.0909090909090908,1.4545454545454546,0.0,14.9043,722.0,1.510954419541677,2.0146058927222366,0.07319425205538609
Bordighera,Liguria,60.18181818181818,75.18181818181819,0.9090909090909091,10.665127272727274,10210.90909090909,5.893874643874644,7.451923076923078,5.642859821815193
Bordolano,Lombardia,1.6363636363636365,2.5454545454545454,0.18181818181818182,8.1424,590.0,2.7734976887519265,4.622496147919876,0.2009682202254417
Bore,Emilia-Romagna,0.8181818181818182,0.9090909090909091,0.18181818181818182,43.0043,693.0909090909091,1.180482686253935,1.5739769150052465,0.019025581585604655
Boretto,Emilia-Romagna,9.818181818181818,15.636363636363637,0.6363636363636364,18.0943,5283.727272727273,1.858192391734485,3.079781834448822,0.5426118621986934
Borgarello,Lombardia,4.545454545454546,7.7272727272727275,0.09090909090909091,4.852727272727273,2680.090909090909,1.6960075981140397,2.917133068756148,0.9366804046459349
Borgaro Torinese,Piemonte,17.0,23.272727272727273,0.2727272727272727,11.984645454545454,12258.454545454546,1.386797979872889,1.9207522822838412,1.4184816784506844
Borgetto,Sicilia,4.0,6.818181818181818,0.0,26.023809090909094,7217.545454545455,0.5542050306702102,0.9446676659151311,0.15370540054404724
Borghetto Lodigiano,Lombardia,10.636363636363637,16.818181818181817,0.45454545454545453,23.641099999999998,4344.454545454545,2.4482621523781627,3.9758103329218017,0.44990984498875425
Borghetto Santo Spirito,Liguria,23.545454545454547,33.0,0.45454545454545453,5.395472727272727,4711.181818181818,4.997780908091003,7.101094108793394,4.3639280069822854
Borghetto d'Arroscia,Liguria,0.45454545454545453,0.5454545454545454,0.09090909090909091,25.93866363636364,424.45454545454544,1.0708931248661384,1.4992503748125936,0.017523857856278427
Borghetto di Borbera,Piemonte,3.0,4.909090909090909,0.0,39.39762727272727,1953.090909090909,1.536026810649786,2.513498417426922,0.07614671764958619
Borghetto di Vara,Liguria,2.5454545454545454,4.909090909090909,0.0,27.3369,911.6363636363636,2.792181890706023,5.384922217790187,0.0931142355371145
Borghi,Emilia-Romagna,4.7272727272727275,5.909090909090909,0.09090909090909091,30.232609090909094,2863.3636363636365,1.6509508842111946,2.0954376607295933,0.15636337284214785
Borgia,Calabria,9.727272727272727,15.090909090909092,0.45454545454545453,42.38021818181819,7332.181818181818,1.3266545986559872,2.120167629627793,0.22952389450996
Borgiallo,Piemonte,0.1,0.2,0.0,6.96477,580.2,0.1723543605653223,0.3447087211306446,0.014357975927417561
Borgio Verezzi,Liguria,13.0,16.272727272727273,0.18181818181818182,2.744890909090909,2134.6363636363635,6.090030237213067,7.708359950598357,4.736071643847413
Borgo Chiese,Trentino-Alto Adige/Südtirol,2.888888888888889,4.666666666666667,0.0,53.71225555555556,1973.0,1.464211296953314,2.3652644027707384,0.053784538724143856
Borgo Lares,Trentino-Alto Adige/Südtirol,1.1111111111111112,1.3333333333333333,0.0,22.62,718.4444444444445,1.546551190844417,1.8558614290133002,0.04912073877591119
Borgo Mantovano,Lombardia,8.285714285714286,13.142857142857142,0.14285714285714285,41.168642857142856,5402.0,1.5338234516316709,2.45940656899561,0.20126275025548226
Borgo Pace,Marche,1.3,1.5,0.1,56.22157,564.3,2.3037391458444096,2.835371256423888,0.023122797887003155
Borgo Priolo,Lombardia,1.7272727272727273,3.272727272727273,0.0,28.80943636363636,1354.090909090909,1.2755958375293723,2.4169184290030215,0.05995510309437754
Borgo San Dalmazzo,Piemonte,19.454545454545453,27.09090909090909,0.5454545454545454,22.339736363636362,12489.545454545454,1.5576664119081414,2.212759762710631,0.8708493752062672
Borgo San Giacomo,Lombardia,6.2727272727272725,9.0,0.18181818181818182,29.52986363636364,5416.090909090909,1.1581650636990783,1.69528509324068,0.2124197845940242
Borgo San Giovanni,Lombardia,2.727272727272727,4.090909090909091,0.0,7.503654545454546,2425.2727272727275,1.1245220781168002,1.6867831171752004,0.3634592598515632
Borgo San Lorenzo,Toscana,65.72727272727273,88.81818181818181,0.6363636363636364,146.3627,18146.090909090908,3.622117460810493,4.929686834630048,0.4490711959213156
Borgo San Martino,Piemonte,2.1818181818181817,3.0,0.0,9.727618181818181,1374.1818181818182,1.5877216194760517,2.1831172267795713,0.22429109994224503
Borgo San Siro,Lombardia,2.3,3.4,0.1,17.6391,970.8,2.369180057684384,3.605274000824063,0.13039214018855838
Borgo Ticino,Piemonte,16.90909090909091,24.0,0.6363636363636364,13.37649090909091,5129.545454545455,3.2964111652636245,4.802835622507753,1.2640901880775908
Borgo Tossignano,Emilia-Romagna,6.818181818181818,8.636363636363637,0.45454545454545453,29.272899999999996,3243.6363636363635,2.1020179372197307,2.8026905829596416,0.23291788029822189
Borgo Val di Taro,Emilia-Romagna,12.454545454545455,16.90909090909091,0.5454545454545454,151.4879,6841.0,1.820573812972585,2.5514611101513602,0.08221478715161709
Borgo Valbelluna,Veneto,21.333333333333332,29.833333333333332,1.1666666666666667,167.69166666666666,13490.0,1.5814183345688162,2.2979985174203112,0.12721761168811807
Borgo Valsugana,Trentino-Alto Adige/Südtirol,9.272727272727273,13.363636363636363,0.2727272727272727,52.363336363636364,6999.090909090909,1.324847382776984,1.9483049746720353,0.1770843478790764
Borgo Velino,Lazio,1.3636363636363635,1.4545454545454546,0.09090909090909091,18.2929,943.2727272727273,1.4456437933693138,1.6383962991518888,0.07454456994989114
Borgo Veneto,Veneto,12.714285714285714,17.857142857142858,0.5714285714285714,39.17055714285714,7019.714285714285,1.811225528104522,2.6252594733200376,0.3245878190579732
Borgo Vercelli,Piemonte,7.181818181818182,9.545454545454545,0.36363636363636365,19.295081818181817,2224.909090909091,3.227915338726812,4.45370597368636,0.37220978120189835
Borgo Virgilio,Lombardia,38.81818181818182,55.72727272727273,1.0,69.98670909090909,14660.727272727272,2.647766450876802,3.8693355160354197,0.5546507661584577
Borgo a Mozzano,Toscana,25.90909090909091,39.72727272727273,1.2727272727272727,72.2028,6892.181818181818,3.759200147729971,5.948769356583217,0.3588377584953895
Borgo d'Ale,Piemonte,6.090909090909091,10.363636363636363,0.45454545454545453,39.570336363636365,2307.181818181818,2.6399779345127863,4.68891603294062,0.15392613888686588
Borgo d'Anaunia,Trentino-Alto Adige/Südtirol,4.4,4.8,0.4,63.22878000000001,2530.8,1.7385806859491069,2.054686265212581,0.06958856394192645
Borgo di Terzo,Lombardia,2.8181818181818183,3.909090909090909,0.09090909090909091,1.8306000000000002,1161.3636363636363,2.4266144814090023,3.4442270058708417,1.5394853152965247
Borgocarbonara,Lombardia,2.0,3.0,0.0,30.4948,1888.8333333333333,1.058854672196241,1.5882820082943616,0.06558495218856986
Borgofranco d'Ivrea,Piemonte,5.818181818181818,9.727272727272727,0.2727272727272727,13.418936363636364,3588.7272727272725,1.621238220691053,2.786503191812747,0.4335799545147529
Borgofranco sul Po,Lombardia,1.4,2.8,0.0,15.0666,777.0,1.8018018018018016,3.603603603603603,0.09292076513612892
Borgolavezzaro,Piemonte,1.0909090909090908,1.7272727272727273,0.0,21.091372727272727,2020.7272727272727,0.5398596364945113,0.8547777577829764,0.05172300091679019
Borgomale,Piemonte,1.3636363636363635,2.0,0.09090909090909091,8.4778,380.6363636363636,3.582517315500358,5.493193217100549,0.16084790436626997
Borgomanero,Piemonte,55.90909090909091,73.0909090909091,1.0,32.26426363636364,21366.090909090908,2.6167206320975884,3.467686691316317,1.732848811899684
Borgomaro,Liguria,0.9090909090909091,1.1818181818181819,0.0,23.4357,839.7272727272727,1.0826025765941323,1.407383349572372,0.03879085792576748
Borgomasino,Piemonte,0.18181818181818182,0.45454545454545453,0.0,12.371236363636363,782.5454545454545,0.23234200743494426,0.5808550185873607,0.014696848113953482
Borgomezzavalle,Piemonte,0.0,0.0,0.0,19.083137500000003,300.625,0.0,0.0,0.0
Borgone Susa,Piemonte,3.5454545454545454,4.454545454545454,0.09090909090909091,4.961663636363636,2201.4545454545455,1.6105054509415262,2.0647505781301616,0.7145697099396647
Borgonovo Val Tidone,Emilia-Romagna,15.727272727272727,22.90909090909091,0.7272727272727273,51.21662727272728,7988.363636363636,1.9687727603787328,2.9588492352512747,0.30707357287557
Borgoratto Alessandrino,Piemonte,0.9,1.1,0.0,6.603399999999999,561.1,1.6039921582605596,1.9604348600962396,0.1362934245994488
Borgoratto Mormorolo,Lombardia,0.4,0.4,0.0,16.104329999999997,415.1,0.963623223319682,0.963623223319682,0.024838040452474588
Borgoricco,Veneto,24.272727272727273,38.63636363636363,0.5454545454545454,20.393290909090908,8874.09090909091,2.7352353634175075,4.415305024842493,1.1902310118033472
Borgorose,Lazio,12.090909090909092,18.181818181818183,0.5454545454545454,145.8040090909091,4345.0,2.782717857516477,4.310074275551837,0.08292576566512917
Borgosatollo,Lombardia,10.090909090909092,12.545454545454545,0.09090909090909091,8.419863636363637,9127.545454545454,1.1055446550401884,1.3844207842395149,1.19846466958545
Borgosesia,Piemonte,25.727272727272727,34.18181818181818,0.36363636363636365,41.08999090909091,12464.454545454546,2.064051229313903,2.771517551728916,0.6261201854289222
Bormida,Liguria,0.1,0.1,0.0,22.4709,362.5,0.27586206896551724,0.27586206896551724,0.00445020003649164
